Year,Country,Econ_Index,Economic_Rank,Institutional_Index,Institutional_Rank,Quality_Of_Life_Index_FA,Quality_of_Life_Rank,Sustainability_Index_FA,Sustainability_Rank,Ease_of_Living_Index,Global_EoLI_Rank
1986,Guyana,-0.22141,61,-0.77143,203,-0.548,146,-0.69678,165,-0.545,143
1986,Eswatini,-0.029607058,36,-0.76314,200,-0.683,155,-0.72146,167,-0.545,143
1986,Cabo Verde,-0.6693,105,-0.61654,166,-0.431,139,-0.53315,144,-0.552,144
1986,IDA total,0.31225,9,-0.58648,155,-1.058,175,-0.82893,179,-0.563,145
1986,Egypt,-0.899,143,-0.2305,70,-0.588,148,-0.54482,147,-0.57,146
1986,Marshall Islands,-0.2776,64,-0.6859,188,-0.689,156,-0.69705,166,-0.587,147
1986,Tuvalu,-0.744731579,111,-0.6167,167,-0.501,142,-0.54728,149,-0.598,148
1986,Ivory Coast,0.27749,14,-0.57293,151,-1.101,181,-0.99587,198,-0.609,149
1986,Low & middle income,-0.098245883,44,-0.70404,190,-0.861,163,-0.74689,170,-0.614,150
1986,Cameroon,0.2602,17,-0.59376,160,-1.088,180,-1.01432,201,-0.616,151
1986,IBRD only,-0.81739,119,-0.6163,165,-0.502,143,-0.57289,151,-0.62,152
1986,Lesotho,-0.117894809,50,-0.72228,193,-0.823,161,-0.86105,185,-0.627,153
1986,Indonesia,-0.893,140,-0.02561,35,-0.941,167,-0.47669,141,-0.631,154
1986,Guatemala,-0.37473,72,-0.7552,199,-0.646,153,-0.83684,182,-0.634,155
1986,Lao PDR,-0.08327,43,-0.68477,187,-0.979,168,-0.68899,164,-0.638,156
1986,IDA only,0.31225,9,-0.62566,169,-1.133,186,-1.10844,204,-0.641,157
1986,Central African Republic,0.2602,17,-0.63014,170,-1.26,204,-0.78067,173,-0.651,158
1986,Djibouti,0.28263,13,-0.64936,177,-1.228,198,-0.87285,187,-0.652,159
1986,Cambodia,0.2602,17,-0.62566,169,-1.13,185,-1.10844,204,-0.653,160
1986,Benin,0.2868,12,-0.65346,178,-1.163,189,-1.04627,202,-0.656,161
1986,Zimbabwe,-0.859729231,130,-0.6699,185,-0.513,144,-0.65368,160,-0.66,162
1986,Fragile and conflict affected situations,0.23967,20,-0.65756,180,-1.218,197,-0.88423,190,-0.663,163
1986,Middle East & North Africa,-0.666515143,104,-0.76318,201,-0.612,149,-0.62801,158,-0.666,164
1986,Sudan,0.43158,5,-0.57921,153,-1.48,211,-0.88345,189,-0.687,165
1986,Vanuatu,-0.84893,126,-0.70417,191,-0.526,145,-0.76907,172,-0.688,166
1986,Bangladesh,0.11001,32,-0.63955,173,-1.25,201,-0.83312,180,-0.695,167
1986,Ghana,0.09193,33,-0.64025,174,-1.143,188,-1.05349,203,-0.695,167
1986,Middle East & North Africa (IDA & IBRD countries),-0.666515143,104,-0.64859,175,-0.782,159,-0.61376,155,-0.695,167
1986,Mongolia,-1.03,156,0.86596,4,-1.399,209,-1.13219,206,-0.7,168
1986,Morocco,-0.884,136,0.02395,25,-1.068,177,-0.76898,171,-0.704,169
1986,Lower middle income,-0.098245883,44,-0.59249,159,-1.083,179,-1.01432,201,-0.704,169
1986,IDA & IBRD total,-0.81739,119,-0.72323,194,-0.627,151,-0.68339,162,-0.707,170
1986,Iran,-0.584,94,-0.896,205,-0.69,157,-0.68876,163,-0.715,171
1986,Middle East & North Africa (excluding high income),-0.743602286,110,-0.65747,179,-0.775,158,-0.62361,156,-0.715,171
1986,Middle income,-0.743602286,110,-0.7552,199,-0.645,152,-0.83684,182,-0.726,172
1986,Gabon,-0.71961,107,-0.7495,198,-0.653,154,-0.87256,186,-0.727,173
1986,Haiti,-0.22141,61,-0.57293,151,-1.102,182,-0.99587,198,-0.734,174
1986,Eritrea,-0.029607058,36,-0.66197,183,-1.201,194,-0.99432,197,-0.742,175
1986,Sub-Saharan Africa (IDA & IBRD countries),0.43158,5,-0.57921,153,-1.657,227,-0.88345,189,-0.749,176
1986,Sub-Saharan Africa (excluding high income),0.43158,5,-0.57921,153,-1.675,230,-0.88345,189,-0.756,177
1986,Sao Tome and Principe,-0.154309461,55,-0.58902,156,-1.284,205,-0.88119,188,-0.767,178
1986,Bolivia,-0.501915883,81,-0.67831,186,-1.002,170,-0.81293,175,-0.768,179
1986,Iraq,-0.52213,85,-0.58648,155,-1.044,174,-0.83518,181,-0.768,179
1986,Kenya,-0.586462858,97,-0.59935,162,-1.026,172,-0.80991,174,-0.777,180
1986,Sub-Saharan Africa,0.43158,5,-0.57921,153,-1.735,235,-0.88345,189,-0.777,180
1986,Senegal,-0.151045294,54,-0.65756,180,-1.217,196,-0.99764,199,-0.778,181
1986,Lebanon,-0.103918919,49,-1.30889,206,-0.927,166,-0.67613,161,-0.779,182
1986,Maldives,-0.538565588,88,-0.58648,155,-1.062,176,-0.84169,184,-0.779,182
1986,Kiribati,-0.586462858,97,-0.59113,158,-1.038,173,-0.83715,183,-0.783,183
1986,Peru,-1.02,155,-0.45268,133,-0.842,162,-0.82287,178,-0.786,184
1986,Arab World,-0.791542571,114,-0.69479,189,-0.91,164,-0.72265,168,-0.798,185
1986,Papua New Guinea,-0.19294,57,-0.57921,153,-1.369,208,-0.88345,189,-0.805,186
1986,Guinea-Bissau,-0.37473,72,-0.63661,171,-1.238,200,-0.8943,193,-0.82,187
1986,India,-0.875,135,-0.07127,41,-1.136,187,-1.2481,207,-0.821,188
1986,Guinea,-0.37473,72,-0.65991,182,-1.196,193,-0.96325,195,-0.822,189
1986,Nicaragua,-0.892,139,0.00174,32,-1.166,191,-1.28262,208,-0.823,190
1986,Nauru,-0.92443,146,-0.69479,189,-0.922,165,-0.72294,169,-0.836,191
1986,"Yemen, Rep.",-0.859729231,130,-0.59935,162,-1.023,171,-0.80991,174,-0.844,192
1986,Bhutan,-0.501915883,81,-0.57432,152,-1.295,206,-0.89553,194,-0.857,193
1986,Liberia,-0.117894809,50,-0.57921,153,-1.591,216,-0.88345,189,-0.864,194
1986,El Salvador,-0.89837,142,-0.67831,186,-1.001,169,-0.81293,175,-0.866,195
1986,Zambia,-0.859729231,130,-0.58295,154,-1.072,178,-0.88678,191,-0.869,196
1986,Pakistan,-0.87,134,-0.10905,48,-1.209,195,-1.35682,209,-0.871,197
1986,Low income,-0.098245883,44,-0.57921,153,-1.627,220,-0.88345,189,-0.871,197
1986,"Congo, Rep.",-0.92122,145,-0.67831,186,-1.002,170,-0.81293,175,-0.873,198
1986,Least developed countries: UN classification,-0.067264706,41,-0.57921,153,-1.656,226,-0.88345,189,-0.874,199
1986,Ethiopia,-0.029607058,36,-0.57921,153,-1.69,233,-0.88345,189,-0.876,200
1986,IDA blend,-0.80627,115,-0.59032,157,-1.107,183,-1.00355,200,-0.887,201
1986,Mauritania,-0.661593429,103,-0.65944,181,-1.181,192,-0.96525,196,-0.888,202
1986,Heavily indebted poor countries (HIPC),-0.22141,61,-0.57921,153,-1.608,218,-0.88345,189,-0.895,203
1986,Sierra Leone,-0.13003,51,-0.57921,153,-1.683,231,-0.88345,189,-0.899,204
1986,"Gambia, The",-0.71961,107,-0.65346,178,-1.164,190,-1.04627,202,-0.908,205
1986,Rwanda,-0.369350658,71,-0.57921,153,-1.577,213,-0.88345,189,-0.922,206
1986,Togo,-0.75786,112,-0.57921,153,-1.305,207,-0.88345,189,-0.924,207
1986,Mali,-0.2776,64,-0.57921,153,-1.658,228,-0.88345,189,-0.927,208
1986,Nigeria,-0.85551,127,-0.63892,172,-1.257,203,-0.82128,177,-0.937,209
1986,Nepal,-0.958,147,0.18541,10,-1.65,223,-1.11417,205,-0.938,210
1986,Namibia,-0.92443,146,-0.61752,168,-1.124,184,-1.10844,204,-0.945,211
1986,Equatorial Guinea,-0.89837,142,-0.64936,177,-1.236,199,-0.88895,192,-0.953,212
1986,South Sudan,-0.39625,73,-0.57921,153,-1.686,232,-0.88345,189,-0.966,213
1986,Comoros,-0.98472,152,-0.63892,172,-1.255,202,-0.82128,177,-0.968,214
1986,Madagascar,-0.538565588,88,-0.57921,153,-1.59,215,-0.88345,189,-0.968,214
1986,Myanmar,-0.86915,133,-0.57921,153,-1.412,210,-0.88345,189,-0.989,215
1986,Malawi,-0.538565588,88,-0.57921,153,-1.652,225,-0.88345,189,-0.99,216
1986,Burundi,-0.6693,105,-0.57921,153,-1.583,214,-0.88345,189,-0.999,217
1986,Tanzania,-0.75786,112,-0.57921,153,-1.547,212,-0.88345,189,-1.008,218
1986,Burkina Faso,-0.6693,105,-0.57921,153,-1.656,226,-0.88345,189,-1.024,219
1986,Timor-Leste,-0.75786,112,-0.57921,153,-1.602,217,-0.88345,189,-1.027,220
1986,Uganda,-0.744731579,111,-0.57921,153,-1.645,222,-0.88345,189,-1.039,221
1986,Somalia,-0.82642,121,-0.57921,153,-1.651,224,-0.88345,189,-1.062,222
1986,Pre-demographic dividend,-0.82557,120,-0.57921,153,-1.669,229,-0.88345,189,-1.068,223
1986,Afghanistan,-0.88535,137,-0.57921,153,-1.632,221,-0.88345,189,-1.07,224
1986,Mozambique,-0.86915,133,-0.57921,153,-1.69,233,-0.88345,189,-1.086,225
1986,"Congo, Dem. Rep.",-0.98472,152,-0.57921,153,-1.614,219,-0.88345,189,-1.088,226
1986,Niger,-0.85551,127,-0.57921,153,-1.72,234,-0.88345,189,-1.093,227
1986,Chad,-0.96701,148,-0.57921,153,-1.658,228,-0.88345,189,-1.099,228
1986,Angola,-0.88535,137,-0.57921,153,-1.89,236,-0.88345,189,-1.16,229
1986,Africa Western and Central,-0.88535,137,-0.57921,153,-1.933,237,-0.88345,189,-1.175,230
1986,Africa Eastern and Southern,-0.88535,137,-0.57921,153,-1.951,238,-0.88345,189,-1.182,231
1987,Switzerland,0.932,1,0.87156,1,1.15,6,0.61357,16,0.945,1
1987,Sweden,0.366,10,0.82804,2,1.479,1,0.39715,29,0.876,2
1987,Norway,0.561,3,0.78083,3,1.143,7,0.33426,40,0.786,3
1987,Spain,0.155,34,0.72816,5,1.442,2,0.3902,32,0.784,4
1987,Japan,0.316,20,0.72791,6,1.258,3,0.21975,53,0.734,5
1987,Belgium,0.145,35,0.17387,13,0.995,8,1.35806,3,0.632,6
1987,France,0.183,28,-0.07634,37,0.96,11,1.72967,1,0.622,7
1987,Finland,0.416,7,-0.10332,39,0.954,13,1.27699,4,0.604,8
1987,Netherlands,0.178,30,0.41666,8,1.216,4,0.10102,79,0.589,9
1987,Australia,0.346,13,0.03195,27,0.964,10,1.01692,6,0.584,10
1987,United States,0.326,17,-0.04415,32,0.951,14,1.15245,5,0.576,11
1987,Canada,0.319,18,-0.28947,89,0.909,18,1.58699,2,0.564,12
1987,Austria,0.21,25,0.07133,23,0.94,15,0.99471,7,0.549,13
1987,Iceland,0.17,31,0.14886,14,1.156,5,0.39719,28,0.544,14
1987,Faroe Islands,0.33617,15,-0.16783,53,0.967,9,0.84971,9,0.508,15
1987,Euro area,-0.038698823,43,-0.16783,53,0.967,9,0.84971,9,0.414,16
1987,Germany,0.168,32,-0.13947,47,0.931,16,0.48931,21,0.406,17
1987,European Union,0.33617,15,-0.44238,115,0.955,12,0.62388,15,0.401,18
1987,New Zealand,0.361,11,-0.046,33,0.508,49,0.87588,8,0.388,19
1987,United Kingdom,0.294,22,-0.18784,55,0.727,27,0.6814,11,0.383,20
1987,Qatar,0.206,26,-0.14262,49,0.726,28,0.58705,18,0.358,21
1987,Puerto Rico,0.22087,24,-0.1225,43,0.786,24,0.37103,35,0.355,22
1987,Bermuda,0.188507941,27,-0.12233,42,0.782,25,0.38533,33,0.348,23
1987,Italy,0.462,5,-0.12667,44,0.65,33,0.12623,75,0.33,24
1987,Denmark,0.412,8,-0.25947,80,0.727,27,0.21382,55,0.325,25
1987,Greece,-0.151,60,0.50155,7,0.492,53,0.20069,57,0.29,26
1987,Ireland,-0.067,46,0.06055,25,0.618,36,0.47186,23,0.285,27
1987,Gibraltar,-0.23887,70,-0.27861,86,0.918,17,0.60292,17,0.282,28
1987,Hong Kong,-0.077,50,-0.13849,46,0.662,32,0.675,13,0.279,29
1987,Latvia,-0.067264706,48,0.2084,11,0.613,37,0.12577,76,0.269,30
1987,Singapore,-0.083,51,-0.2824,88,0.893,21,0.30924,43,0.268,31
1987,OECD members,0.56881,2,-0.24116,74,0.435,62,0.22588,52,0.268,31
1987,Estonia,-0.036823529,42,0.07354,22,0.491,54,0.54107,19,0.262,32
1987,Cuba,-0.164852308,64,-0.12233,42,0.782,25,0.38533,33,0.26,33
1987,Kuwait,0.087,37,-0.21023,66,0.496,52,0.76743,10,0.258,34
1987,High income,-0.09227,52,-0.12047,40,0.721,29,0.36171,37,0.253,35
1987,Lithuania,-0.098558824,54,0.28027,9,0.602,39,-0.02325,103,0.253,35
1987,British Virgin Islands,-0.464850588,88,0.03182,28,0.776,26,0.39481,30,0.223,36
1987,Cyprus,-0.161,63,0.22609,10,0.5,50,0.15029,73,0.214,37
1987,Post-demographic dividend,-0.81381,124,-0.04821,34,0.878,22,0.67622,12,0.193,38
1987,French Polynesia,0.18179,29,-0.22873,72,0.481,55,0.18788,65,0.185,39
1987,Bahrain,0.002,40,-0.27799,85,0.543,44,0.40131,27,0.181,40
1987,Slovenia,-0.069,49,-0.21154,68,0.515,48,0.46549,24,0.18,41
1987,Taiwan,-0.383,82,-0.1278,45,0.86,23,0.04748,91,0.18,41
1987,Dominican Republic,0.38115,9,0.11572,17,0.088,100,0.10007,80,0.17,42
1987,Europe & Central Asia,-0.038698823,43,-0.26332,82,0.551,42,0.31124,42,0.164,43
1987,Channel Islands,-0.82053,125,-0.20909,65,0.903,19,0.67262,14,0.16,44
1987,Sint Maarten (Dutch part),-0.116666765,58,-0.25374,78,0.549,43,0.37891,34,0.156,45
1987,Israel,-0.422,85,-0.16768,52,0.9,20,-0.1266,113,0.149,46
1987,Slovakia,-0.098676471,55,-0.18898,56,0.543,44,0.1536,71,0.141,47
1987,Ukraine,-0.767,114,0.18295,12,0.636,34,0.41121,25,0.138,48
1987,Belize,0.188507941,27,0.12598,16,0.085,101,0.09046,81,0.122,49
1987,St. Martin (French part),-0.01363,41,-0.34269,94,0.441,61,0.24373,50,0.102,50
1987,Late-demographic dividend,0.01216,39,0.14647,15,0.121,95,0.07848,83,0.094,51
1987,Curacao,-0.1695,65,-0.24956,76,0.465,57,0.20454,56,0.089,52
1987,North America,-0.510837143,94,-0.08071,38,0.612,38,0.14658,74,0.088,53
1987,Suriname,0.46221,4,-0.19851,60,0.046,103,0.04111,95,0.088,53
1987,Malta,-0.364,78,-0.21139,67,0.576,41,0.19181,64,0.087,54
1987,Barbados,-0.585205882,100,-0.22637,70,0.669,31,0.3159,41,0.079,55
1987,Europe & Central Asia (IDA & IBRD countries),-0.038698823,43,0.1095,19,0.091,99,0.19634,59,0.079,55
1987,Poland,-0.223,69,-0.19909,61,0.52,46,0.01191,100,0.078,56
1987,Aruba,-0.592032,102,-0.20203,62,0.67,30,0.27758,47,0.078,56
1987,Bulgaria,-0.317,76,-0.22865,71,0.497,51,0.17323,67,0.064,57
1987,Dominica,0.38115,9,-0.5187,131,0.257,79,0.05661,89,0.064,57
1987,Russia,-0.367416667,80,-0.38425,102,0.63,35,0.1955,61,0.062,58
1987,Isle of Man,-0.0547,44,0.07657,21,0.123,94,0.01007,101,0.05,59
1987,Sri Lanka,-0.01363,41,-0.25016,77,0.237,83,0.17359,66,0.043,60
1987,Panama,-0.174,66,-0.14738,50,0.433,63,-0.21733,120,0.039,61
1987,St. Vincent and the Grenadines,-0.01363,41,-0.36018,98,0.31,73,0.15478,70,0.038,62
1987,Kosovo,0.01216,39,-0.32256,92,0.214,85,0.19585,60,0.027,63
1987,Europe & Central Asia (excluding high income),0.330555294,16,-0.55374,137,0.194,87,0.04728,92,0.019,64
1987,Jamaica,0.34199,14,-0.6061,155,0.201,86,0.07149,85,0.015,65
1987,Caribbean small states,0.30951,21,-0.54988,135,0.185,90,0.05438,90,0.013,66
1987,Belarus,-0.585205882,100,-0.26066,81,0.5,50,0.29293,45,0.007,67
1987,New Caledonia,0.12551,36,-0.45812,118,0.243,82,-0.02966,104,-0.003,68
1987,Montenegro,-0.2765,74,-0.29505,90,0.399,66,-0.03462,107,-0.008,69
1987,Luxembourg,-0.592625588,103,-0.34841,96,0.496,52,0.33675,39,-0.011,70
1987,Jordan,-0.441,87,0.10688,20,0.121,95,0.19224,62,-0.012,71
1987,Chile,-0.762,112,-0.12147,41,0.463,58,0.29706,44,-0.014,72
1987,Saudi Arabia,-0.28,75,-0.0733,36,0.04,104,0.39185,31,-0.016,73
1987,Kazakhstan,-0.572171429,99,-0.14259,48,0.316,72,0.2639,48,-0.029,74
1987,Tajikistan,-0.37487,81,-0.26789,83,0.329,70,0.04216,93,-0.039,75
1987,United Arab Emirates,0.458,6,-0.6862,183,0.253,80,-0.53152,144,-0.048,76
1987,Czech Republic,-0.0575,45,-0.6567,170,0.257,79,0.24534,49,-0.052,77
1987,Guam,-0.23887,70,-0.38904,106,0.299,75,-0.03432,106,-0.057,78
1987,Uzbekistan,-0.86914,142,-0.14811,51,0.426,64,0.27966,46,-0.063,79
1987,St. Lucia,-0.01363,41,-0.57777,143,0.188,89,0.08678,82,-0.069,80
1987,Moldova,-0.771171429,116,-0.2693,84,0.447,60,0.22864,51,-0.069,80
1987,South Korea,-0.365,79,-0.05741,35,0.026,106,0.15828,69,-0.073,81
1987,Brazil,-0.471,89,-0.01497,30,0.124,93,0.00515,102,-0.077,82
1987,Oman,0.56881,2,-0.47398,120,-0.099,125,-0.44242,135,-0.077,82
1987,Central Europe and the Baltics,-0.82053,125,-0.27963,87,0.454,59,0.19812,58,-0.086,83
1987,Brunei Darussalam,-0.40962,84,-0.37541,101,0.287,76,-0.07444,110,-0.107,84
1987,Serbia,-0.514529412,95,-0.44501,116,0.327,71,0.12484,77,-0.107,84
1987,Grenada,-0.23887,70,-0.48691,124,0.183,91,0.04021,96,-0.111,85
1987,"Korea, Dem. People's Rep.",0.01216,39,-0.20687,64,-0.032,112,-0.34552,128,-0.112,86
1987,"Bahamas, The",-0.5658,98,-0.25391,79,0.224,84,0.04152,94,-0.12,87
1987,Argentina,-0.875,145,-0.45263,117,0.383,67,0.50609,20,-0.122,88
1987,North Macedonia,-0.534142857,96,-0.51375,129,0.353,69,0.07092,86,-0.128,89
1987,Small states,-0.06705,47,-0.1949,59,-0.031,111,-0.34408,127,-0.128,89
1987,Libya,-0.098299484,53,-0.19398,58,-0.029,110,-0.30929,125,-0.13,90
1987,Upper middle income,0.31899,19,-0.385,103,-0.092,123,-0.55438,147,-0.132,91
1987,Fiji,0.33617,15,-0.49994,127,-0.168,129,-0.26548,123,-0.14,92
1987,Costa Rica,-0.985,156,-0.42179,112,0.41,65,0.40844,26,-0.147,93
1987,Bosnia And Herzegovina,-0.502029412,93,-0.32167,91,0.306,74,-0.32139,126,-0.147,93
1987,Azerbaijan,-0.5658,98,-0.48133,123,0.252,81,0.15076,72,-0.151,94
1987,Georgia,-0.907,152,-0.66334,177,0.474,56,0.47554,22,-0.155,95
1987,Croatia,-0.196,68,-0.63673,162,0.299,75,-0.36849,130,-0.159,96
1987,Botswana,-0.495515588,92,-0.17134,54,0.032,105,-0.03354,105,-0.161,97
1987,Romania,-0.993,157,-0.55176,136,0.481,55,0.36806,36,-0.163,98
1987,Armenia,-0.586257143,101,-0.01737,31,-0.019,109,-0.12148,112,-0.176,99
1987,Hungary,-0.906,151,-0.77348,198,0.533,45,0.36155,38,-0.179,100
1987,East Asia & Pacific,-1.04778,161,0.06873,24,0.103,97,0.1919,63,-0.18,101
1987,St. Kitts and Nevis,-0.01363,41,-0.33076,93,-0.061,116,-0.49242,139,-0.181,102
1987,Antigua and Barbuda,-0.832902571,132,-0.51691,130,0.372,68,0.17139,68,-0.182,103
1987,Latin America & Caribbean,-0.067264706,48,-0.41794,111,-0.073,119,-0.24549,122,-0.184,104
1987,Portugal,-0.827,130,-0.6242,159,0.519,47,-0.06768,109,-0.191,105
1987,East Asia & Pacific (IDA & IBRD countries),-1.04778,161,0.11342,18,0.072,102,0.06614,88,-0.198,106
1987,Malaysia,-0.605,104,-0.58943,149,0.182,92,0.21835,54,-0.202,107
1987,Venezuela,-0.87128,144,-0.39282,108,0.265,78,0.1167,78,-0.206,108
1987,Latin America & the Caribbean (IDA & IBRD countries),-0.067264706,48,-0.39151,107,-0.067,118,-0.46697,138,-0.208,109
1987,Trinidad and Tobago,-0.85999,138,-0.36011,97,0.285,77,-0.04563,108,-0.212,110
1987,Latin America & Caribbean (excluding high income),-0.067264706,48,-0.3674,100,-0.091,122,-0.5404,145,-0.222,111
1987,Samoa,-0.437318334,86,-0.20574,63,-0.039,113,-0.40169,131,-0.235,112
1987,Turkmenistan,-0.90341,150,-0.47763,122,0.252,81,0.07038,87,-0.247,113
1987,Turks and Caicos Islands,-0.90341,150,-0.19851,60,0.046,103,0.04111,95,-0.253,114
1987,China,-0.84,133,-0.39287,109,0.115,96,0.07237,84,-0.257,115
1987,Uruguay,-0.891,147,-0.77775,199,0.595,40,-0.34973,129,-0.261,116
1987,Virgin Islands (U.S.),-0.87128,144,-0.19246,57,-0.005,107,0.01366,99,-0.266,117
1987,Albania,-0.82297,128,-0.55374,137,0.193,88,0.03645,97,-0.271,118
1987,Seychelles,-0.493742941,91,-0.36689,99,-0.082,121,-0.21618,119,-0.276,119
1987,Paraguay,-0.77223,118,-0.1949,59,-0.031,111,-0.34408,127,-0.304,120
1987,Greenland,-0.23887,70,-0.42537,113,-0.319,131,-0.20342,117,-0.308,121
1987,Thailand,-0.831,131,-0.38602,104,-0.017,108,-0.10264,111,-0.326,122
1987,Cabo Verde,-0.40962,84,-0.49994,127,-0.168,129,-0.26548,123,-0.326,122
1987,East Asia & Pacific (excluding high income),-1.04778,161,-0.54988,135,0.185,90,0.05438,90,-0.327,123
1987,Honduras,-0.09227,52,-0.60568,154,-0.368,133,-0.24221,121,-0.34,124
1987,Pacific island small states,-0.80352,120,-0.34824,95,-0.078,120,-0.21434,118,-0.347,125
1987,Mexico,-0.739,110,-0.5721,141,-0.105,127,0.02316,98,-0.361,126
1987,Philippines,-0.823,129,-0.2462,75,-0.061,116,-0.50491,141,-0.364,127
1987,"Micronesia, Fed. Sts.",-0.732656857,107,-0.39151,107,-0.067,118,-0.46697,138,-0.375,128
1987,Colombia,-1.016,159,-0.51129,128,0.097,98,-0.19536,116,-0.377,129
1987,Middle East & North Africa,-0.732656857,107,-0.49786,126,-0.21,130,-0.12941,114,-0.401,130
1987,South Africa,-0.863,139,-0.40578,110,-0.067,118,-0.41267,133,-0.403,131
1987,Mauritius,-0.730995143,106,-0.47557,121,-0.1,126,-0.44372,136,-0.403,131
1987,Ecuador,-1.082,162,-0.46906,119,0.072,102,-0.30481,124,-0.408,132
1987,Tonga,-0.85999,138,-0.38625,105,-0.066,117,-0.50714,142,-0.411,133
1987,Other small states,-0.80352,120,-0.49053,125,-0.096,124,-0.50182,140,-0.432,134
1987,Tunisia,-0.869,141,-0.52645,132,-0.053,114,-0.46012,137,-0.436,135
1987,Algeria,-0.799,119,-0.43434,114,-0.167,128,-0.57644,149,-0.453,136
1987,Early-demographic dividend,0.38115,9,-0.65738,171,-0.853,156,-0.64278,153,-0.464,137
1987,Vietnam,-0.87,143,-0.56403,140,-0.091,122,-0.57268,148,-0.476,138
1987,Kyrgyz Republic,0.01216,39,-0.70713,186,-0.521,139,-0.79605,171,-0.476,138
1987,Turkey,-0.903,149,-0.53513,134,-0.091,122,-0.63902,152,-0.487,139
1987,Guyana,-0.09227,52,-0.70713,186,-0.522,140,-0.79605,171,-0.502,140
1987,Solomon Islands,-0.06705,47,-0.76293,196,-0.545,142,-0.69678,161,-0.503,141
1987,Syria,-0.975,155,-0.87992,203,-0.059,115,-0.40781,132,-0.546,142
1987,Vanuatu,-0.86914,142,-0.75458,194,-0.336,132,-0.18478,115,-0.551,143
1987,Ivory Coast,0.34778,12,-0.58648,147,-1.052,168,-0.83538,179,-0.553,144
1987,Guatemala,-0.23887,70,-0.72323,189,-0.627,148,-0.68339,159,-0.562,145
1987,Eswatini,-0.038698823,43,-0.76801,197,-0.664,151,-0.85377,183,-0.562,145
1987,World,-0.87128,144,-0.56312,139,-0.396,134,-0.43464,134,-0.562,145
1987,Iran,-0.852,136,-0.22997,73,-0.578,144,-0.67198,156,-0.574,146
1987,IDA total,0.23641,23,-0.58648,147,-1.046,167,-0.83538,179,-0.579,147
1987,Egypt,-0.897,148,-0.22607,69,-0.609,147,-0.69928,162,-0.599,148
1987,Tuvalu,-0.771561842,117,-0.6167,156,-0.5,135,-0.54728,146,-0.604,149
1987,Low & middle income,-0.098299484,53,-0.73131,191,-0.867,157,-0.68138,158,-0.613,150
1987,IBRD only,-0.85758,137,-0.6167,156,-0.501,136,-0.54728,146,-0.626,151
1987,Cambodia,0.30951,21,-0.61756,157,-1.119,176,-1.09562,205,-0.633,152
1987,Fragile and conflict affected situations,0.33617,15,-0.64025,165,-1.144,180,-1.05349,204,-0.634,153
1987,Cameroon,0.30951,21,-0.64025,165,-1.142,179,-1.05275,203,-0.64,154
1987,Middle East & North Africa (excluding high income),-0.768232572,115,-0.6699,178,-0.516,137,-0.66823,155,-0.64,154
1987,Central African Republic,0.30951,21,-0.64936,168,-1.224,190,-0.88691,188,-0.646,155
1987,Indonesia,-0.81,123,-0.55564,138,-0.518,138,-0.84643,182,-0.65,156
1987,Djibouti,0.38115,9,-0.57921,144,-1.367,200,-0.88345,187,-0.66,157
1987,Lesotho,-0.159143943,61,-0.6833,181,-0.989,163,-0.71759,164,-0.664,158
1987,IDA only,0.23641,23,-0.64936,168,-1.23,191,-0.87285,185,-0.665,159
1987,Peru,-0.751,111,-0.63081,161,-0.54,141,-0.8819,186,-0.667,160
1987,Marshall Islands,-0.33131,77,-0.72562,190,-0.818,153,-0.85876,184,-0.679,161
1987,Benin,0.188507941,27,-0.65991,175,-1.193,186,-0.96325,192,-0.68,162
1987,Middle East & North Africa (IDA & IBRD countries),-0.732656857,107,-0.76232,195,-0.594,145,-0.65437,154,-0.68,162
1987,IDA & IBRD total,-0.85758,137,-0.73885,192,-0.572,143,-0.62774,151,-0.693,163
1987,Sao Tome and Principe,-0.264909461,73,-0.5917,151,-1.037,166,-0.83596,180,-0.702,164
1987,Togo,-0.80481,121,-0.71868,188,-0.628,149,-0.72517,166,-0.709,165
1987,Mongolia,-1.029,160,0.77964,4,-1.369,201,-1.13219,207,-0.711,166
1987,Bangladesh,0.02271,38,-0.63955,164,-1.249,194,-0.83192,177,-0.716,167
1987,Ghana,0.15852,33,-0.57921,144,-1.37,202,-0.88345,187,-0.717,168
1987,Maldives,-0.592625588,103,-0.7083,187,-0.879,158,-0.59833,150,-0.723,169
1987,Middle income,-0.768232572,115,-0.74485,193,-0.644,150,-0.82848,176,-0.728,170
1987,Lebanon,-0.103918919,57,-1.30895,204,-0.849,155,-0.52613,143,-0.729,171
1987,Lao PDR,0.01216,39,-0.57921,144,-1.303,199,-0.88345,187,-0.73,172
1987,Ethiopia,-0.038698823,43,-0.65785,173,-1.189,185,-0.96995,194,-0.736,173
1987,Sub-Saharan Africa (excluding high income),0.46221,4,-0.57921,144,-1.65,217,-0.88345,187,-0.739,174
1987,Gabon,-0.82147,126,-0.80902,202,-0.601,146,-0.81529,173,-0.74,175
1987,Lower middle income,-0.103310295,56,-0.62566,160,-1.13,177,-1.10844,206,-0.744,176
1987,Heavily indebted poor countries (HIPC),-0.09227,52,-0.63955,164,-1.25,195,-0.83312,178,-0.745,177
1987,Haiti,-0.09227,52,-0.65346,169,-1.169,183,-1.04651,201,-0.753,178
1987,Kiribati,-0.561812572,97,-0.68477,182,-0.983,162,-0.68989,160,-0.759,179
