Country,Year,Econ_Index,Institutional_Index,Quality_Of_Life_Index_FA,Sustainability_Index_FA,Weight_Scheme,Economic_Weight,Institutional_Weight,Quality_of_Life_Weight,Sustainability_Weight,Sensitivity_EoLI_Score,Sensitivity_EoLI_Rank,Baseline_Rank,Rank_Change_vs_Baseline
Tonga,1976,-0.91963,-0.39151,-0.067,-0.46697,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.41223849999999995,101,101,0
South Asia (IDA & IBRD),1976,-0.838719091,-0.57921,-1.559,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9543558636499998,217,220,-3
Sub-Saharan Africa (IDA & IBRD countries),1976,0.06053,-0.57921,-1.384,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.7757185,147,140,7
Trinidad and Tobago,1976,-0.92156,-0.40899,0.272,0.09625,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.16405600000000004,69,75,-6
Tuvalu,1976,-0.706982368,-0.73373,-0.551,-0.66048,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.6620603552,123,124,-1
Tanzania,1976,-0.890527619,-0.57921,-1.615,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.97612714285,225,226,-1
Uganda,1976,-0.706982368,-0.57921,-1.639,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9545953551999999,218,218,0
Ukraine,1976,-0.738868421,-0.39335,-0.066,-0.26608,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.32515926315,91,92,-1
Upper middle income,1976,-0.12944,-0.66891,-0.508,-0.59727,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.52627,107,103,4
Uzbekistan,1976,-0.9665,-0.76293,-0.544,-0.69678,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.718888,132,132,0
St. Vincent and the Grenadines,1976,-0.76286,-0.22687,-0.047,-0.41695,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.31932499999999997,89,89,0
British Virgin Islands,1976,-0.53457451,0.12598,0.085,0.09046,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,0.005995823500000004,35,47,-12
Virgin Islands (U.S.),1976,-0.728167692,-0.4744,-0.104,-0.34133,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.3799441538,98,97,1
Vanuatu,1976,-0.973739231,-0.65138,-1.173,-1.04873,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.94934388465,215,208,7
World,1976,-0.728167692,-0.74699,-0.659,-0.87031,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.7591651538,140,133,7
Samoa,1976,-0.364819123,-0.16784,0.014,-0.09081,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.12881786844999998,64,61,3
Kosovo,1976,0.2397,-0.41794,-0.073,-0.24549,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.18132399999999999,73,56,17
"Yemen, Rep.",1976,-0.728167692,-0.6833,-0.989,-0.71759,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.7767421537999999,149,152,-3
Zambia,1976,-0.728167692,-0.6833,-0.992,-0.81746,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8074531537999999,156,160,-4
Zimbabwe,1976,-0.728167692,-0.6598,-0.855,-0.6432,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.7138751538,131,137,-6
Aruba,1977,-0.574740345,-0.41016,0.366,0.07448,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.09541505175000001,64,62,2
Africa Eastern and Southern,1977,-0.872202571,-0.57921,-1.933,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-1.05287838565,237,237,0
Afghanistan,1977,-0.872202571,-0.57921,-1.965,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-1.06087838565,238,238,0
Africa Western and Central,1977,-0.872202571,-0.57921,-1.976,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-1.06362838565,239,239,0
Angola,1977,-0.872202571,-0.57921,-1.89,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-1.0421283856499999,236,236,0
Albania,1977,-0.872202571,-0.20644,-0.025,-0.19798,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.25840638564999996,84,87,-3
Arab World,1977,-0.383690286,-0.57921,-1.305,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8226015429,163,168,-5
Armenia,1977,-0.586257143,-0.26605,-0.087,-0.02053,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.19566257144999996,78,80,-2
Antigua and Barbuda,1977,-0.383690286,-0.38681,0.241,0.02321,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.10638354289999999,65,60,5
Azerbaijan,1977,-0.5658,-0.85137,-1.119,-0.84603,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.87384,186,183,3
Burundi,1977,-0.524420294,-0.57921,-1.652,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9304610440999999,212,213,-1
Benin,1977,-0.032354412,-0.57921,-1.779,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8884011617999998,190,190,0
Burkina Faso,1977,-0.530740294,-0.57921,-1.335,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8521590441,174,187,-13
Bangladesh,1977,-0.330702412,-0.57921,-1.384,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8344033618,168,173,-5
Bulgaria,1977,-0.536666667,-0.44416,0.514,0.48622,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,0.06061799995,29,36,-7
"Bahamas, The",1977,-0.51816063,-0.26045,0.175,-0.12149,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.14855609449999999,69,68,1
Belarus,1977,-0.585205882,0.21028,0.091,0.26471,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,0.0774661177,24,43,-19
Belize,1977,-0.032354412,-0.49168,-0.247,-0.45256,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.3498751618,97,84,13
Bermuda,1977,-0.029859118,-0.51691,0.372,0.17139,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.015134867699999992,46,31,15
Bolivia,1977,-0.493211569,-0.62566,-1.132,-1.10844,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.87721173535,187,172,15
Barbados,1977,-0.534043,-0.29923,0.395,0.18793,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.014746450000000008,45,49,-4
Brunei Darussalam,1977,-0.532340883,0.09208,0.097,0.02685,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.019922132450000005,47,54,-7
Bhutan,1977,-0.458001569,-0.63892,-1.255,-0.82128,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.82051023535,162,170,-8
Botswana,1977,-0.499538236,-0.66883,-0.697,-0.62566,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.6375277354000001,124,123,1
Central African Republic,1977,-0.443816961,-0.64936,-1.23,-0.87285,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.83073554415,166,169,-3
Central Europe and the Baltics,1977,-0.89473,-0.47043,0.244,-0.0186,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.21991850000000004,82,81,1
Channel Islands,1977,-0.89853,-0.13365,0.518,0.38632,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,0.07052150000000001,27,40,-13
Cameroon,1977,-0.431626961,-0.63014,-1.26,-0.78067,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.80298704415,157,163,-6
"Congo, Dem. Rep.",1977,-0.89548,-0.57921,-1.652,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9861199999999999,228,229,-1
"Congo, Rep.",1977,-0.88365,-0.65659,-1.179,-0.99264,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9220665000000001,207,200,7
Comoros,1977,-0.89548,-0.63514,-1.254,-0.83516,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.888912,191,201,-10
Cabo Verde,1977,-0.524420294,-0.66339,-0.842,-0.67007,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.6892010441,128,132,-4
Caribbean small states,1977,-0.443816961,-0.40021,-0.07,-0.39269,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.32194254415,90,86,4
Cuba,1977,-0.045761666,-0.22929,0.46,0.18794,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,0.09573075010000001,20,16,4
Curacao,1977,-0.754184103,-0.48691,0.183,0.04021,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.20138761545,79,79,0
Djibouti,1977,-0.322445,-0.59544,-1.113,-0.99003,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.80225775,156,149,7
Dominica,1977,-0.322445,0.09208,0.097,0.02685,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,0.011562250000000007,38,42,-4
Dominican Republic,1977,-0.322445,-0.72418,-0.829,-0.81436,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.71717875,138,128,10
East Asia & Pacific (excluding high income),1977,-0.925708235,-0.642,-0.719,-0.60995,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.6941912352499999,130,141,-11
Early-demographic dividend,1977,-0.34907,-0.65756,-1.216,-0.99764,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8529205,175,167,8
East Asia & Pacific,1977,-0.92936,-0.42911,-0.284,-0.30599,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.43093399999999993,105,108,-3
Europe & Central Asia (excluding high income),1977,-0.708408235,-0.48663,-0.204,-0.1317,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.34276023525,95,97,-2
Europe & Central Asia,1977,-0.044135294,-0.14908,0.17,-0.01885,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.01449929409999999,44,35,9
Euro area,1977,-0.044135294,-0.23685,0.537,0.25225,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,0.13224970590000001,14,13,1
Eritrea,1977,-0.044135294,-0.57921,-1.682,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8659182940999999,184,186,-2
Estonia,1977,-0.036823529,-0.25083,0.091,0.0342,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.04776252935,54,46,8
Ethiopia,1977,-0.044135294,-0.57921,-1.671,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8631682941000001,182,184,-2
European Union,1977,-0.71431,-0.17845,0.428,0.28546,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,0.03195650000000001,36,45,-9
Fragile and conflict affected situations,1977,-0.71431,-0.59544,-1.114,-0.99003,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8612875,181,180,1
Fiji,1977,-0.71431,-0.72864,-0.633,-0.75856,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.7115564999999999,135,133,2
"Micronesia, Fed. Sts.",1977,-1.003595429,-0.73455,-0.55,-0.67536,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.71101231435,134,138,-4
Gabon,1977,-0.92349,-0.66197,-1.203,-0.99528,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9364485,214,206,8
Ghana,1977,-0.10404,-0.65756,-1.212,-0.99764,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.815166,160,147,13
Gibraltar,1977,-0.73792,-0.19166,0.336,0.06478,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.064752,61,61,0
Guinea,1977,-0.74506,-0.65944,-1.184,-0.96525,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.895166,193,192,1
"Gambia, The",1977,-0.92349,-0.65944,-1.184,-0.96525,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9219305000000001,206,203,3
Guinea-Bissau,1977,-0.74506,-0.65991,-1.19,-0.96325,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.896207,194,193,1
Equatorial Guinea,1977,-0.938134706,-0.57921,-1.677,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9987682059,234,234,0
Grenada,1977,-0.73792,-0.33165,0.368,0.10005,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.08816800000000001,63,65,-2
Guatemala,1977,-0.73792,-0.65346,-1.167,-1.04651,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9124289999999999,201,194,7
Guam,1977,-0.73792,0.14072,0.114,0.09953,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.010112999999999997,40,56,-16
Guyana,1977,-0.4715,-0.72845,-0.896,-0.59827,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.692741,129,134,-5
High income,1977,-0.46684,-0.22527,0.33,0.04243,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.04237799999999997,53,51,2
Honduras,1977,-0.46684,-0.68477,-0.977,-0.68899,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.726404,142,139,3
Heavily indebted poor countries (HIPC),1977,-0.4715,-0.57921,-1.652,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.922523,208,209,-1
Croatia,1977,0.019794872,-0.37241,0.324,0.22124,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,0.0386182308,33,26,7
Haiti,1977,-0.4715,-0.57293,-1.103,-0.99587,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.817115,161,155,6
IBRD only,1977,-0.81929,-0.58648,-1.057,-0.83538,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8137015,159,174,-15
IDA & IBRD total,1977,-0.81929,-0.68488,-0.976,-0.68827,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.7788385,151,162,-11
IDA total,1977,-0.40962,-0.65944,-1.182,-0.96525,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.84435,171,166,5
IDA blend,1977,-0.81933,-0.69295,-0.96,-0.6725,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.7725345,150,159,-9
IDA only,1977,-0.40798,-0.65944,-1.183,-0.96525,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.844354,172,165,7
Isle of Man,1977,-0.76383,-0.4911,-0.196,-0.22265,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.37769949999999997,101,100,1
Iraq,1977,-0.76394,-0.63281,-0.393,-0.43612,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.53352,110,117,-7
Jamaica,1977,-0.576851714,-0.17028,0.017,-0.07635,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.15626675710000001,70,71,-1
Kazakhstan,1977,-0.572171429,-0.80997,-0.512,-0.77329,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.68880371435,127,124,3
Kenya,1977,-0.603586,-0.65659,-1.18,-0.99264,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8803068999999999,188,185,3
Kyrgyz Republic,1977,0.192368286,-0.67917,-0.964,-0.67392,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.6180717571000001,122,119,3
Cambodia,1977,-0.431626961,-0.57921,-1.359,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.84329204415,170,177,-7
Kiribati,1977,-0.603586,-0.58648,-1.051,-0.83538,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.7798459,152,152,0
St. Kitts and Nevis,1977,-0.81104,-0.19851,0.046,0.04111,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.15737599999999996,71,78,-7
Latin America & Caribbean (excluding high income),1977,-0.065745143,-0.72323,-0.626,-0.67527,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.58591177145,115,112,3
Lao PDR,1977,0.192368286,-0.57921,-1.615,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8136927570999999,158,154,4
Lebanon,1977,-0.103918919,-1.30759,-0.989,-0.60118,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.83546883785,169,151,18
Liberia,1977,-0.103758116,-0.57921,-1.652,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8673617173999999,185,188,-3
Libya,1977,-0.09888043,-0.73373,-0.551,-0.66048,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.5708450644999999,113,110,3
St. Lucia,1977,-0.81104,-0.34824,-0.078,-0.21434,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.30993,89,91,-2
Latin America & Caribbean,1977,-0.063125954,-0.74699,-0.656,-0.87031,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.6586588931,125,120,5
Least developed countries: UN classification,1977,-0.068310731,-0.57921,-1.633,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.85729460965,176,181,-5
Low income,1977,-0.111202051,-0.57921,-1.621,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8607283076499999,180,182,-2
Sri Lanka,1977,-0.81104,-0.49053,-0.096,-0.50182,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.44336100000000006,106,103,3
Lower middle income,1977,-0.111202051,-0.59544,-1.114,-0.99003,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.77082130765,149,137,12
Low & middle income,1977,-0.09888043,-0.65991,-1.191,-0.96325,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.7995300645,155,144,11
Lesotho,1977,-0.103132234,-0.59544,-1.114,-0.99003,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.7696108351,148,136,12
Late-demographic dividend,1977,0.197050811,-0.76757,-0.538,-0.80748,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.57745737835,114,106,8
Lithuania,1977,-0.098558824,-0.47839,0.383,0.10166,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.032052823599999974,50,38,12
Luxembourg,1977,-0.77196,-0.43703,0.293,-0.10633,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.205552,80,77,3
Latvia,1977,-0.067264706,-0.402,0.285,0.27824,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,0.024032294099999976,37,29,8
St. Martin (French part),1977,-0.81104,-0.39186,0.297,-0.09178,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.192498,77,76,1
Moldova,1977,-0.771171429,-0.50262,-0.198,-0.32166,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.41245971434999995,104,104,0
Madagascar,1977,-0.77196,-0.57921,-1.596,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.953592,218,218,0
Maldives,1977,-0.77196,-0.62566,-1.126,-1.10844,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.917524,204,191,13
Middle East & North Africa,1977,-1.003595429,-0.57921,-1.393,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.93758731435,215,215,0
Marshall Islands,1977,-0.699421714,-0.59376,-1.087,-1.01432,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8590872571,178,176,2
Middle income,1977,-0.779729884,-0.65346,-1.163,-1.04627,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9176284826000001,205,196,9
North Macedonia,1977,-0.534142857,-0.35047,0.177,0.03158,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.13153842855,67,69,-2
Mali,1977,-0.699421714,-0.57921,-1.69,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9662112570999999,222,221,1
Myanmar,1977,-0.840805227,-0.57921,-1.304,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8909187840499999,192,199,-7
Middle East & North Africa (excluding high income),1977,-0.787029429,-0.57921,-1.4,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9068524143499999,196,205,-9
Montenegro,1977,-0.2765,-0.2078,0.416,-0.03846,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.011353000000000009,43,32,11
Mongolia,1977,-0.704022727,-0.73432,-1.418,-0.87036,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.94150740905,216,212,4
Mozambique,1977,-0.840805227,-0.57921,-1.725,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.99616878405,233,233,0
Mauritania,1977,-0.998185143,-0.57921,-1.467,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.95527577145,219,220,-1
Mauritius,1977,-0.998185143,-0.36281,-0.137,-0.35074,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.39804277145,103,105,-2
Malawi,1977,-0.77196,-0.57921,-1.671,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.972342,223,223,0
North America,1977,-0.537248571,-0.21215,0.751,0.45153,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,0.17897671435,10,15,-5
Namibia,1977,-0.79931,-0.5802,-1.29,-0.8921,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8840865,189,197,-8
New Caledonia,1977,-0.484062857,-0.41794,-0.073,-0.24549,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.28988842854999997,87,85,2
Niger,1977,-0.762055714,-0.57921,-1.679,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9728563571,224,224,0
Nigeria,1977,-0.762055714,-0.57921,-1.652,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9661063570999999,221,222,-1
Nauru,1977,-0.76114,-0.69309,-0.928,-0.70131,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.764491,147,153,-6
OECD members,1977,-0.410584286,-0.2009,0.427,0.29599,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,0.07368935709999998,26,27,-1
Oman,1977,-0.410584286,-0.57921,-1.32,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8303856429,165,171,-6
Other small states,1977,-0.83815,-0.63785,-1.161,-1.08805,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9337424999999999,213,198,15
Papua New Guinea,1977,-0.73371,-0.57921,-1.436,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9078545,198,204,-6
Pre-demographic dividend,1977,-0.86681,-0.57921,-1.676,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9878194999999999,230,230,0
Puerto Rico,1977,0.133611842,-0.0346,0.635,0.28335,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,0.25341677630000004,5,4,1
"Korea, Dem. People's Rep.",1977,0.192368286,-0.59119,-0.477,-0.61896,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.45343975709999995,107,93,14
Paraguay,1977,-0.73484,-0.48855,-0.163,-0.22465,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.364936,99,99,0
Pacific island small states,1977,-0.84876,-0.69608,-0.933,-0.70231,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.780081,153,160,-7
Post-demographic dividend,1977,-0.86681,-0.24064,0.685,0.39189,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,0.08660350000000003,22,30,-8
French Polynesia,1977,-0.64327,-0.41434,-0.179,-0.25181,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.3410855,94,94,0
Romania,1977,-0.560815789,-0.21308,0.419,0.15219,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,0.002360631650000007,39,44,-5
Rwanda,1977,-0.370171316,-0.57921,-1.724,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9253236973999999,209,208,1
South Asia,1977,-0.911,-0.57921,-1.347,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9121979999999998,200,210,-10
Sudan,1977,0.18724,-0.69479,-0.911,-0.72265,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.624896,123,118,5
Senegal,1977,-0.337164216,-0.57921,-1.676,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9083726323999999,199,202,-3
Solomon Islands,1977,0.303090909,-0.69479,-0.915,-0.72265,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.60851836365,119,113,6
Sierra Leone,1977,-0.426785294,-0.57921,-1.708,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9298157941,211,211,0
El Salvador,1977,-0.955908235,-0.57921,-1.301,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.90743423525,197,207,-10
Somalia,1977,-0.911,-0.57921,-1.67,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9929479999999999,232,232,0
Serbia,1977,-0.514529412,-0.39423,0.339,0.20358,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.04962441179999999,55,55,0
Sub-Saharan Africa (excluding high income),1977,0.18724,-0.57921,-1.657,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.824962,164,156,8
South Sudan,1977,-0.81371,-0.57921,-1.685,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9821044999999999,227,226,1
Sub-Saharan Africa,1977,0.18724,-0.57921,-1.681,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.830962,167,161,6
Small states,1977,0.303090909,-0.68477,-0.981,-0.68989,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.61218436365,120,116,4
Sao Tome and Principe,1977,-0.337164216,-0.63785,-1.158,-1.08805,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.8578446324,177,158,19
Suriname,1977,0.18724,-0.50127,-0.219,-0.20644,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.238977,83,70,13
Slovenia,1977,0.303090909,-0.09904,0.349,0.21825,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,0.16847663635,11,9,2
Eswatini,1977,-0.044135294,-0.59935,-1.032,-0.83313,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.6943642941,131,125,6
Sint Maarten (Dutch part),1977,-0.426785294,-0.25702,0.543,0.41556,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,0.11929420589999999,17,23,-6
Turks and Caicos Islands,1977,-1.0061,-0.21653,0.052,0.08364,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.177782,75,82,-7
Chad,1977,-0.89853,-0.57921,-1.664,-0.88345,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.9895775,231,231,0
East Asia & Pacific (IDA & IBRD countries),1977,-0.92936,-0.67208,-0.761,-0.64045,Scenario_2_15_30_25_30,0.15,0.3,0.25,0.3,-0.723413,141,145,-4
