country,year,renewables_share_energy,greenhouse_gas_emissions,total_emissions,industry_per_gdp,co2_emissions_per_capita,renewable_electricity_production,renewable_energy_consumption
Germany,2010,8.792,322.49,881692.6436,26.84889253,9.453388627,13.38306338,11.6
Germany,2011,10.567,320.45,852005.882,27.06897192,9.299002904,17.47317317,12.5
Germany,2012,11.9,331.08,865209.4228,27.28398614,9.451289047,19.51250405,13.6
Germany,2013,12.063,338.79,881582.6541,26.78261334,9.624229367,20.43905869,13.6
Germany,2014,13.335,322.79,840763.1258,27.01099599,9.088527768,22.98074728,14
Germany,2015,14.878,321.88,845437.6348,27.10978858,9.087344804,26.27108728,14.6
Germany,2016,14.666,319.67,848445.002,27.56850648,9.072972388,14.747412,14.2
Germany,2017,16.265,302.71,831156.0109,27.46232202,8.858344511,15.01080232,15.2
Germany,2018,17.168,287.4,802489.7991,27.30627405,8.537042688,14.86012058,16
Germany,2019,18.83,235.53,751652.422,26.99111427,7.927187624,14.92069924,17.1
Germany,2020,21.124,201.57,692750.7552,26.70737691,7.255221028,14.32342875,18.5
Germany,2021,,,,,,6.19823998,17.6
Greece,1990,1.823,30.24,95288.73758,,7.415999071,0.005751258,7.8
Greece,1991,3.146,29.51,95359.65149,,7.346757395,0.005595501,8.3
Greece,1992,2.205,32,97434.53526,,7.517688376,0.0241773,7.9
Greece,1993,2.293,33.09,97796.47343,,7.465373028,0.125862024,8
Greece,1994,2.551,35.05,100418.2554,,7.584076054,0.094103663,8
Greece,1995,3.327,34.75,104841.0105,19.61467728,7.842577172,0.084747815,8.3
Greece,1996,3.993,35.22,105926.8454,18.86539335,7.800476963,0.089599396,8.2
Greece,1997,3.468,36.41,106999.7835,17.934107,7.856642447,0.083156241,8
Greece,1998,3.156,38.88,111010.4871,18.20056455,8.127151425,0.151580771,7.6
Greece,1999,3.964,40.08,112117.9312,19.12695141,8.12097682,0.329992914,8
Greece,2000,3.285,43.56,117890.194,18.74760261,8.741650786,0.844174076,7.8
Greece,2001,2.296,44.43,118463.0903,19.3327722,8.893999815,1.573215766,7.1
Greece,2002,2.783,44.16,118734.5681,19.43872231,8.860393054,1.440355918,7.3
Greece,2003,4.298,45.27,121951.7383,20.51751706,9.170567172,1.944564373,7.6
Greece,2004,4.292,45.77,122009.9986,20.3440195,9.113949332,2.118579226,7.8
Greece,2005,4.601,45.96,124039.5174,17.80449024,9.278637163,2.33732142,8
Greece,2006,5.45,44.15,122487.8583,19.987243,9.137884944,3.014340551,8.5
Greece,2007,3.345,48.48,126334.8302,17.99835805,9.441114623,3.194016999,8.1
Greece,2008,4.134,47.19,121979.9986,15.65977806,9.063643358,3.875254323,8.3
Greece,2009,5.996,45.08,115418.6914,15.31347061,8.529760961,4.601106492,9.2
Greece,2010,8.132,40.04,108551.8706,14.90122233,7.874814737,5.337563408,11.4
Greece,2011,6.399,42.38,105446.8603,14.3771178,7.613504634,6.983032515,11.4
Greece,2012,8.402,42.18,101005.5609,14.80477643,7.250812154,9.458458804,14.2
Greece,2013,12.436,35.89,93348.14063,15.05994684,6.610378952,14.01232622,16.6
Greece,2014,11.32,33.14,90264.07466,14.11966778,6.385059031,15.29706215,16.4
Greece,2015,13.46,30.81,88528.37065,14.4993252,6.285087825,16.88858014,17.5
Greece,2016,13.662,30.77,87235.49873,14.53201854,6.20348737,11.2100815,16.4
Greece,2017,12.053,31.77,86847.33102,13.72869388,6.210831583,11.2100815,16.4
Greece,2018,13.84,28.68,84139.55801,13.62843825,6.058130519,10.79490601,17.9
Greece,2019,14.172,23.83,78649.7728,13.35468493,5.595284353,10.0552152,18.5
Greece,2020,17.602,20.1,69283.30669,14.66704864,4.767184937,9.801823093,20.1
Greece,2021,,,,,,7.746804041,21.5
Hungary,1990,0.18,11.79,89525.12001,,6.499043569,0.059783373,3.9
Hungary,1991,0.215,12.49,84485.68934,,6.222858465,0.080098789,4.3
Hungary,1992,0.212,14.03,74595.23179,,5.593595581,0.145179107,4.9
Hungary,1993,0.221,14.94,75067.14501,,5.636714492,0.118487012,5
Hungary,1994,0.219,14.93,74793.07449,,5.586610921,0.134268238,5.1
Hungary,1995,0.23,15.31,73083.45826,25.80554077,5.560218279,0.164618731,5.4
Hungary,1996,0.264,15.85,75300.01756,25.41211026,5.669047693,0.142490738,5.1
Hungary,1997,0.283,16.25,73615.44821,27.7903144,5.538134934,0.149730203,5.2
Hungary,1998,0.224,17.21,73545.28908,28.09543363,5.586412989,0.161333692,5.2
Hungary,1999,0.257,17.64,74338.1427,27.51775159,5.65668672,0.171812222,5.2
Hungary,2000,0.261,15.87,71353.1736,27.048551,5.350451,0.184706317,5.2
Hungary,2001,0.269,15.99,73476.09746,27.13782982,5.524415229,0.194974598,5.1
Hungary,2002,0.25,15.63,71855.04171,26.80702534,5.473180971,0.118925796,5.2
Hungary,2003,0.359,16,74626.82268,26.3890439,5.74427181,0.48323327,5
Hungary,2004,1.011,14.54,73505.9578,26.85061183,5.575243496,2.168624659,4.6
Hungary,2005,1.925,13.68,72819.17737,27.1817758,5.543852449,4.664951337,7.3
Hungary,2006,1.593,13.98,72091.27376,27.19185371,5.506450463,3.644831144,7.9
Hungary,2007,2.089,15.42,69922.36962,26.70197046,5.355168868,4.186686687,9
Hungary,2008,3.152,15.05,68556.38057,25.76106945,5.281251955,5.356652092,9
Hungary,2009,4.023,12.35,62717.91203,25.08934882,4.773098931,7.427314248,12.3
Hungary,2010,4.081,12.74,62677.52148,25.19990382,4.788038988,7.578068556,13.5
Hungary,2011,3.755,12.29,61921.44964,25.10410432,4.704029703,6.901912879,14.7
Hungary,2012,3.899,11.52,58042.78844,25.01819953,4.377582189,7.024686011,16.5
Hungary,2013,4.214,9.61,55683.30565,25.04907847,4.120313569,8.50003301,17.2
Hungary,2014,4.927,8.82,55974.26258,25.69053886,4.117501825,9.659090909,15.7
Hungary,2015,4.698,9.07,58909.76685,26.38323124,4.407596931,9.811482434,15.6
Hungary,2016,4.676,9.57,59654.94567,25.4924908,4.508691288,8.644210932,15.3
Hungary,2017,4.567,9.57,64674.46869,25.16968087,5.052101734,8.52287048,14.6
Hungary,2018,4.958,9.12,64259.82831,25.08482206,5.033254347,8.327245393,13.6
Hungary,2019,5.796,9.12,62093.73864,24.71178166,4.836876267,8.327245393,13.6
Hungary,2020,7.014,8.99,59596.52966,24.38025026,4.591652907,8.573806298,14.8
Hungary,2021,,,,,,6.106901677,15.3
India,1990,8.543,,1237962.799,27.4536955,0.647451316,0.0109315,53
India,1991,9.03,,1292414.844,26.44172018,0.683086373,0.012215902,52
India,1992,8.141,,1317324.226,26.79274327,0.69007405,0.026098742,51.5
India,1993,8.036,,1350479.311,26.78155428,0.703136167,0.027435603,51.5
India,1994,8.667,,1395751.177,27.62820125,0.725622135,0.05117537,50.5
India,1995,7.687,,1462173.984,28.59980942,0.76518964,0.125100316,49.5
India,1996,6.79,,1514073.876,27.91227037,0.787231756,0.208563283,49.1
India,1997,6.571,,1574518.527,27.83703076,0.817360076,0.219811373,47.9
India,1998,7.382,,1604186.819,27.30303785,0.818720963,0.224118662,48
India,1999,7.131,,1680581.157,26.51929335,0.866242339,0.443593455,47.1
India,2000,6.398,422.85,1719664.722,27.32582838,0.885077949,0.520284787,46.9
India,2001,6.023,438.04,1742348.302,26.48777734,0.883746998,0.677184016,47.1
India,2002,5.529,460.74,1762141.225,27.66065416,0.897242649,0.84815447,45.8
India,2003,5.445,483.7,1803992.147,27.47410712,0.905456602,1.054334649,45.6
India,2004,7.278,505.44,1892154.676,29.21910631,0.955470157,1.249577845,44.9
India,2005,6.731,517.14,1966216.303,29.53376419,0.984261473,1.540544619,44.2
India,2006,7.54,538.24,2064473.083,30.92723994,1.036533922,1.984145446,43.2
India,2007,7.681,571.61,2209296.069,30.90323825,1.123599482,2.338376056,41.5
India,2008,7.093,607.29,2310910.823,31.13671924,1.180361247,2.741658857,39.4
India,2009,6.353,654.41,2457277.941,31.12137211,1.278873603,3.326494437,37.4
India,2010,6.451,692.62,2569051.744,30.72507823,1.338033835,3.478093068,36.2
India,2011,7.426,745.82,2681723.455,30.16167976,1.396878498,3.954730228,35
India,2012,6.692,809.28,2832703.035,29.3985277,1.498204123,4.643608605,34.8
India,2013,7.328,844.32,2900894.985,28.40489956,1.5276744,4.960653326,34.9
India,2014,7.336,935.94,3083573.891,27.6564012,1.642465277,5.173682559,33.9
India,2015,7.139,986,3104049.558,27.34739148,1.631323487,5.361011248,33.4
India,2016,6.974,1050.11,3147642.844,26.61899994,1.639914019,4.032072725,33
India,2017,7.486,1088.49,3269577.732,26.50001665,1.704926721,4.012212153,32.5
India,2018,7.954,1160.89,3436071.569,26.4120919,1.795595299,4.047042661,32.9
India,2019,8.904,1159.6,3412419.303,24.59147531,1.752534366,4.060593088,33.5
India,2020,9.739,1111.2,3200820.626,25.12290581,1.576093232,4.066810763,36.1
India,2021,,,,,,3.581839669,34.9
Iran,1990,2.69,,320858.7007,32.79981982,3.557246653,0,1.2
Iran,1991,1.884,,348259.5982,33.39410377,3.778200791,0,1.2
Iran,1992,2.796,,370067.468,33.54157415,3.935370832,0,1.4
Iran,1993,3.458,,377188.0714,42.02935024,3.961631604,0,1.5
Iran,1994,2.021,,408445.5739,43.3701571,4.446007668,0,1.1
Iran,1995,2.326,,418032.7872,39.44042389,4.466162563,0,1
Iran,1996,2.265,,433195.7471,42.08253625,4.542523831,0,1
Iran,1997,1.481,,450841.7484,38.71144367,4.679835238,0,0.9
Iran,1998,1.792,,452421.565,32.50355341,4.585422063,0,0.8
Iran,1999,1.15,,487703.9862,37.45888618,5.015303279,0.03107465,0.6
Iran,2000,0.808,79.66,515091.7748,40.30591016,5.194284917,0.030485544,0.4
Iran,2001,0.818,85.2,528521.1935,39.91726198,5.310374072,0.026117884,0.5
Iran,2002,1.443,90.1,542457.7185,45.50293488,5.49371214,0.021269657,0.7
Iran,2003,1.684,98.42,578105.2097,45.05994955,5.735837341,0.017546368,0.8
Iran,2004,1.884,104.42,613251.4185,47.47047248,6.047643734,0.028157538,0.7
Iran,2005,2.143,112.67,652633.9409,49.63724905,6.423183788,0.03986793,1.4
Iran,2006,2.501,120.84,693677.4861,48.25990088,6.793040158,0.06487373,1.4
Iran,2007,2.271,128.14,725947.8679,48.23566313,7.109332655,0.07010285,1.3
Iran,2008,0.923,139.42,732454.9642,47.66878878,7.133930129,0.091362513,0.7
Iran,2009,0.816,147.91,753555.7431,43.0965173,7.296521917,0.102543253,0.8
Iran,2010,1.191,155.84,756069.3143,44.20937942,7.179825153,0.074261995,0.9
Iran,2011,1.192,154.09,765898.4463,46.23228857,7.231194867,0.099561762,0.9
Iran,2012,1.377,161.27,765329.9451,42.09416321,7.230857675,0.090452894,0.9
Iran,2013,1.528,164.02,786882.8685,42.77886847,7.439600755,0.15127613,1
Iran,2014,1.444,177.55,812674.1389,39.22822805,7.570578314,0.14748242,0.9
Iran,2015,1.32,182.39,812279.2427,32.17473965,7.325792139,0.084095598,0.9
Iran,2016,1.448,183.74,849361.6076,34.36750777,7.288966176,0.895551576,1
Iran,2017,1.57,195.82,878974.7647,36.22932632,7.412902628,0.898005086,1
Iran,2018,0.926,205.5,891700.9915,37.35278268,7.445127905,0.898005086,1
Iran,2019,2.836,193.8,856657.5668,33.29714526,7.222980003,0.896097653,1
Iran,2020,1.933,213.37,844649.4679,36.14055614,7.063351321,0.894655706,0.9
Iran,2021,,,,,,0.887478091,0.9
Ireland,1990,1.748,9.88,56752.35957,,8.810964452,0,2.3
Ireland,1991,1.801,10.33,57281.90281,,8.903397765,0,2.2
Ireland,1992,1.976,11.1,57451.84703,,8.853736058,0.031685678,2.2
Ireland,1993,1.836,11.19,58097.49299,,8.851031846,0.092885008,2.1
Ireland,1994,2.121,11.55,59522.19711,,9.140716346,0.11290706,2.2
Ireland,1995,1.613,12.16,60333.37856,28.93794123,9.268405009,0.090888434,1.9
Ireland,1996,1.604,12.76,61679.49081,28.29292283,9.572812171,0.216701903,2
Ireland,1997,1.655,13.14,63105.67616,29.69547193,9.79064393,0.665346132,1.9
Ireland,1998,2.219,13.69,66396.30726,31.2887409,10.34800587,1.216591628,2.3
Ireland,1999,2.021,13.91,68118.71876,31.37096419,10.64595958,1.277280037,2.1
Ireland,2000,2.034,14.95,71316.26098,31.50132261,11.17780685,1.432011152,2
Ireland,2001,1.661,15.77,73549.62596,34.0831219,11.59143385,1.749756414,2
Ireland,2002,2.235,15.27,72148.22791,35.10525023,11.17253106,1.891881013,2.2
Ireland,2003,1.88,14.79,73060.96073,32.25899428,11.03129447,2.172076747,2
Ireland,2004,2.246,14.9,72285.08463,30.76609246,10.97904754,3.029942495,2.3
Ireland,2005,2.879,15.18,73545.99123,30.03419212,11.21429433,4.846640131,2.9
Ireland,2006,3.656,15.16,74132.51295,30.0803732,11.05938776,6.457442101,3.2
Ireland,2007,4.154,15.19,72642.59746,28.52657244,10.59454751,7.638165691,3.5
Ireland,2008,5.489,15.47,71564.12425,25.92554979,10.22627242,8.756854353,4.2
Ireland,2009,7.055,13.62,66194.12967,25.6117523,8.948168564,11.4672008,5.3
Ireland,2010,6.468,13.47,64973.31016,23.33948064,8.847879074,11.10519591,5.3
Ireland,2011,9.5,12.4,61002.32595,24.09117632,7.966687947,17.36121337,7
Ireland,2012,9.308,13.12,62444.78301,23.76970112,8.046360359,16.41059651,6.9
Ireland,2013,10.138,11.86,61588.71639,23.8004578,7.718343463,19.66373412,7.7
Ireland,2014,11.478,11.54,61932.73433,24.45314489,7.633852469,22.01255425,8.8
Ireland,2015,13.121,12.38,63761.73336,38.25554322,7.887609351,25.09341969,9.5
Ireland,2016,11.983,13.42,66671.39759,36.76255105,8.203375787,8.836691523,8.6
Ireland,2017,14.192,12.44,65833.87287,36.04605351,7.848149556,11.48109835,10.1
Ireland,2018,15.679,11.25,63536.40425,36.78036757,7.699027554,11.47266352,10.8
Ireland,2019,18.01,9.62,61602.32693,35.3148022,7.257748757,10.87468644,12.3
Ireland,2020,21.519,9.36,59497.73471,37.63855549,6.76822759,10.33126216,13.7
Ireland,2021,,,,,,4.862047089,12.7
Israel,1990,0.007,,44103.52689,,7.254484979,0,5.8
Israel,1991,0.014,,45176.47355,,6.975873914,0,6
Israel,1992,0.056,,47974.48,,7.194475893,0,6.2
Israel,1993,0.046,,52045.02255,,7.699030603,0,5.9
Israel,1994,0.039,,55388.8302,,8.031339137,0,5.7
Israel,1995,0.038,,59236.68446,23.56541557,8.435581605,0,5.4
Israel,1996,0.035,,62352.15501,23.98703624,8.561858749,0,5.4
Israel,1997,0.033,,65387.87508,24.27250792,8.733276217,0,5.7
Israel,1998,0.032,,66741.87615,23.70289563,8.625808072,0,6.1
Israel,1999,0.04,,68956.11392,22.94824286,8.650383673,0,5.9
Israel,2000,0.04,33.89,73843.96949,23.05213189,9.063014788,0,6
Israel,2001,0.026,35.49,73682.68714,21.70480058,9.000232955,0.022752611,6.3
Israel,2002,0.091,36.93,75657.85739,21.43099854,9.296894977,0.024175824,6.5
Israel,2003,0.102,38.14,76471.31764,21.17731498,9.406326143,0.025509662,6.5
Israel,2004,0.097,38,77562.88982,20.45585396,9.275943604,0.023266144,6.7
Israel,2005,0.12,38.7,76206.03959,21.20037496,8.803971083,0.022632813,7
Israel,2006,0.069,39.61,80475.56842,21.47305521,9.120178063,0.019779263,6.9
Israel,2007,0.061,41.92,83624.97415,21.77869745,9.275344355,0.018590125,6.7
Israel,2008,0.071,43.07,84298.00767,21.27533275,9.127079685,0.028069191,8.9
Israel,2009,0.154,41.26,83771.1408,20.46007289,8.780551993,0.136343805,8.5
Israel,2010,0.23,43.37,89228.54643,20.70914873,9.250262343,0.237237801,8.6
Israel,2011,0.369,44.37,89014.75001,20.03661435,8.99106338,0.455771712,9.1
Israel,2012,0.526,48,95546.6129,20.39476983,9.615473105,0.715838928,2.9
Israel,2013,0.616,44.14,87043.01639,20.5112808,8.313480985,0.88548971,3.3
Israel,2014,1.055,42.93,85194.99147,19.82426555,7.877332425,1.493101804,3.7
Israel,2015,1.354,44.49,87305.97286,19.82274245,7.913354256,1.852832186,3.7
Israel,2016,1.846,44.37,87087.25003,18.97351387,7.633161713,1.73549616,4
Israel,2017,1.847,44.05,88636.37571,18.38609253,7.563873618,1.768928776,3.9
Israel,2018,1.994,44.28,85002.89328,18.61330645,6.91499302,1.772520746,3.8
Israel,2019,3.071,45.82,87191.31386,18.63429673,6.935752154,1.819293917,4.5
Israel,2020,4.251,44.35,83664.06603,18.14044581,6.345216004,2.656463924,5.6
Israel,2021,,,,,,1.76175304,6.2
Italy,1990,5.544,120.27,483327.0481,28.06184828,7.145053425,1.538374924,3.8
Italy,1991,7.02,116.59,480876.6507,27.15676164,7.119179515,1.510650083,4.7
Italy,1992,7.082,117.4,477878.151,26.68768393,7.08265725,1.601936515,4.8
Italy,1993,7.148,113.73,471923.0354,26.37847859,6.984254473,1.728366971,4.8
Italy,1994,7.646,118.45,467025.8298,26.37498112,6.901161788,1.565970097,5.2
Italy,1995,6.312,128.57,492421.9235,26.36108197,7.325536211,1.548676295,4.5
Italy,1996,7.042,125.77,488981.4852,25.92161551,7.248530833,1.748552619,4.8
Italy,1997,6.921,128.14,492848.5978,25.5248443,7.303824626,1.867161007,4.8
Italy,1998,6.806,131.84,504256.6015,25.26445615,7.492472245,2.072105813,4.8
Italy,1999,7.313,129.85,511778.5323,24.6817873,7.607846446,2.295037704,5
Italy,2000,7.156,135.42,517178.2688,24.30930843,7.662108329,2.474614823,5.1
Italy,2001,7.609,135.59,515805.3063,24.12080542,7.66262916,2.772036161,5.4
Italy,2002,6.778,145.17,525102.4007,24.02951019,7.772183978,3.169724572,5.6
Italy,2003,6.339,149.79,543887.6027,23.47936449,8.064421038,3.561573016,6.2
Italy,2004,7.22,150.08,555580.6633,23.41895961,8.189340766,3.899221373,5.9
Italy,2005,6.434,150.31,556897.8378,23.27159113,8.173814347,4.1679019,6.7
Italy,2006,6.73,154.87,544959.7886,23.40095247,8.025843914,4.433343842,7.5
Italy,2007,6.432,154.54,538073.2137,23.77192462,7.860786871,4.833853521,8.7
Italy,2008,8.195,151.27,523072.8123,23.60137642,7.564324796,5.275462719,10.8
Italy,2009,10.586,131.32,474075.6134,21.88480005,6.718921188,6.97695389,12.5
Italy,2010,11.431,132.42,482672.1703,21.86576084,6.836875163,8.651718863,12.8
Italy,2011,12.443,132.93,472079.5591,21.74970363,6.68055037,12.35331684,11.9
Italy,2012,14.166,129.35,453884.9483,21.3450699,6.32766192,16.93519633,14.4
Italy,2013,17.611,114.08,421945.3474,21.17245852,5.751877662,20.57525121,16.3
Italy,2014,19.74,104.87,402289.1041,20.79842911,5.38744256,22.34103755,17.1
Italy,2015,17.51,111.49,413893.0962,20.85638428,5.563294289,22.50587792,16.6
Italy,2016,17.232,111.38,409370.5756,21.21794438,5.498244377,13.21855022,16.1
Italy,2017,16.371,114.72,404050.901,21.30040502,5.437912061,13.14286646,16.4
Italy,2018,17.727,104.93,399052.2971,21.45015172,5.376940361,13.29463392,17.1
Italy,2019,17.865,101.87,390001.3633,21.52700987,5.311030987,12.8473535,17.3
Italy,2020,20.035,92.53,352128.8891,21.55892846,4.732372771,11.41793541,18.7
Italy,2021,,,,,,5.96460023,17.5
Japan,1990,5.643,,1181858.796,,8.831598341,1.296419604,4.3
Japan,1991,5.887,,1197301.917,,8.905499177,1.28733499,4.5
Japan,1992,5.048,,1210392.356,,8.961503717,1.280784487,4
Japan,1993,5.621,,1203795.866,,8.872832435,1.243937051,4.2
Japan,1994,4.068,,1261541.759,34.55387294,9.272836281,1.25344788,3.3
Japan,1995,4.696,,1276848.512,34.31644311,9.33264314,1.399556119,3.7
Japan,1996,4.573,,1291666.873,34.28595862,9.420124526,1.429052261,3.6
Japan,1997,4.995,,1279691.17,33.92870218,9.30217362,1.443245152,3.8
Japan,1998,5.194,,1233321.324,33.37699307,8.942092563,1.313546901,3.8
Japan,1999,4.882,,1263286.111,32.87231482,9.231189045,1.323759789,3.7
Japan,2000,4.819,466.73,1278174.014,32.51358706,9.3377238,1.28233642,3.7
Japan,2001,4.715,459.27,1255890.173,30.9812267,9.220202282,1.288909462,3.5
Japan,2002,4.723,478.43,1286295.876,30.22260008,9.468870493,1.331438039,3.7
Japan,2003,5.338,520.42,1293013.863,30.07892076,9.504764403,1.463024293,4.2
Japan,2004,5.253,504.83,1282942.055,29.96693054,9.449563638,1.516475636,4.3
Japan,2005,4.723,532.49,1289536.108,29.87170704,9.512764042,1.636052118,4
Japan,2006,5.237,520.75,1269044.943,29.66557181,9.331294289,1.706235851,4.4
Japan,2007,4.693,554.88,1304489.065,29.59729581,9.593603175,1.785164666,4.3
Japan,2008,4.765,574.36,1234744.142,28.78297644,9.04895325,1.846646766,4.4
Japan,2009,4.96,512.68,1177229.097,27.11121222,8.609230985,1.948203289,4.5
Japan,2010,5.65,516.36,1234821.371,28.33597017,9.036009995,3.320603054,4.7
Japan,2011,5.697,558,1292827.395,26.70143607,9.495009896,3.719216339,4.8
Japan,2012,5.625,658.07,1336335.204,26.56264143,9.827855738,4.050227515,4.7
Japan,2013,6.106,648.2,1352163.653,26.65074506,9.944495272,4.834342395,5
Japan,2014,6.918,628.63,1305365.322,27.31362673,9.564305918,6.300469635,5.6
Japan,2015,8.038,595.46,1268751.648,28.58371142,9.268049646,7.75568791,6.2
Japan,2016,7.962,589.65,1258297.359,28.62994765,9.166714407,1.759243532,6.4
Japan,2017,8.413,577.05,1241560.823,28.88242601,9.063691208,1.841900726,6.9
Japan,2018,9.055,564.5,1198175.185,29.01400769,8.76197885,1.975035196,7.3
Japan,2019,9.284,537.49,1157544.668,28.80408481,8.478400575,3.778696271,7.8
Japan,2020,10.929,524.12,1094556.256,29.07340052,8.03149587,5.239756435,8.5
Japan,2021,,,,,,2.819031271,8.8
Kazakhstan,1990,2.534,,298754.678,,14.51253364,0,1.4
Kazakhstan,1991,2.48,,307282.2509,,14.97509894,0,1.3
Kazakhstan,1992,2.396,,309834.7401,38.97180763,15.44134273,0,1.2
Kazakhstan,1993,3.015,,273388.7531,36.98964419,13.38440816,0,1.3
Kazakhstan,1994,4.073,,251578.0092,38.69871877,12.33574796,0,1.8
Kazakhstan,1995,4.115,,223074.2395,29.99769274,11.07959899,0,1.6
Kazakhstan,1996,4.159,,198138.0345,25.58776456,9.846745718,0,1.6
Kazakhstan,1997,4.182,,175508.4921,25.60638223,8.623793359,0,1.7
Kazakhstan,1998,4.194,,176224.0781,29.31463104,9.012845317,0,1.5
Kazakhstan,1999,4.456,,162373.7682,32.96666533,8.215849362,0,1.8
Kazakhstan,2000,6.023,40.34,162133.7495,37.77582967,8.072763922,0,2.5
Kazakhstan,2001,5.704,43.39,162079.9846,36.14182986,7.904209994,0,2.4
Kazakhstan,2002,6.12,45.22,190192.2798,35.81093211,8.820775199,0,2.8
Kazakhstan,2003,5.383,50.69,201454.3464,35.07526591,9.802269351,0,2.3
Kazakhstan,2004,4.732,54.42,219781.2762,35.35184195,10.52619519,0,1.9
Kazakhstan,2005,4.458,55.12,234299.3053,37.62801815,11.17166937,0,2.1
Kazakhstan,2006,4.068,57.66,254147.1883,39.35645575,12.10466887,0,2.1
Kazakhstan,2007,3.832,61.49,266717.2093,37.73089748,12.81257685,0,1.8
Kazakhstan,2008,3.299,66.86,314334.1282,40.25024558,15.34125316,0,1.1
Kazakhstan,2009,3.376,66.81,286740.2125,38.43148085,13.27406094,0,1.3
Kazakhstan,2010,3.643,69.05,307085.8759,40.60242212,14.07327542,0,1.4
Kazakhstan,2011,3.134,72.85,322212.4585,37.2660881,14.82468475,0,1.4
Kazakhstan,2012,2.87,77.24,320318.4463,36.30285333,14.5663226,0.003232167,1.3
Kazakhstan,2013,2.882,79.14,335321.5973,33.69881564,15.26310479,0.005820383,1.2
Kazakhstan,2014,2.916,80.64,286216.0566,33.20942583,12.10422549,0.013324704,1.3
Kazakhstan,2015,4.001,76.8,267016.6944,30.85478739,10.89105129,0.168125634,1.7
Kazakhstan,2016,4.511,77.29,276330.7622,31.97979036,11.37883973,0.86052578,2.1
Kazakhstan,2017,4.052,85.88,299615.3021,32.3252253,11.9137581,0.862189682,2
Kazakhstan,2018,3.656,90.53,299700.6771,33.4962004,11.86754957,0.856622353,1.9
Kazakhstan,2019,3.663,89.66,286967.6223,33.02879591,11.05087035,0.86281439,1.9
Kazakhstan,2020,4.259,91.04,294805.9457,33.09779715,11.29774331,0.851260923,1.8
Kazakhstan,2021,,,,,,0.846992608,2
Malaysia,1990,4.941,,79483.01156,42.19816763,3.117818784,0,8.3
Malaysia,1991,4.358,,90478.34535,42.10650958,3.612950191,0,7.6
Malaysia,1992,3.721,,93209.02974,41.14625503,3.625830342,0,6.9
Malaysia,1993,4.19,,99807.16574,40.08443964,3.834336208,0,6.7
Malaysia,1994,5.27,,107698.1924,40.04123585,4.07067788,0,6.8
Malaysia,1995,4.62,,115161.2754,41.40187798,4.286163781,0,6.1
Malaysia,1996,3.45,,128608.7857,43.52821087,4.767966399,0,4.9
Malaysia,1997,2.394,,138023.3289,44.5735375,4.98914358,0,4.2
Malaysia,1998,2.66,,138400.1903,43.87575333,4.845601728,0,4.5
Malaysia,1999,4.218,,147176.7506,46.4590177,5.116744838,0,4.9
Malaysia,2000,3.682,40.67,158087.7799,48.32057149,5.419703075,0,4.4
Malaysia,2001,3.14,45.47,163921.681,46.202695,5.498931996,0.001406786,4.2
Malaysia,2002,2.594,50,172668.6269,45.1153797,5.64888519,0.001346819,3.5
Malaysia,2003,2.253,52.58,182491.1792,46.5786627,5.821076338,0.001274389,3.3
Malaysia,2004,2.32,62.42,198774.0219,48.5303176,6.230942287,0.001215303,3.2
Malaysia,2005,2.286,64.43,209389.8407,46.36832249,6.440996321,0.001209585,3
Malaysia,2006,2.377,67.87,216878.9091,46.51565726,6.549858347,0.001113214,3.1
Malaysia,2007,2.181,71.89,234709.0911,44.59599603,6.993229591,0.001025473,2.8
Malaysia,2008,2.678,74.11,249865.2192,45.1050654,7.318407813,0,3
Malaysia,2009,2.629,77.4,227748.7334,40.96782384,6.431278592,1.006870512,2.3
Malaysia,2010,2.33,86.15,248443.0408,40.49893235,6.959707228,0.80618018,2
Malaysia,2011,2.888,87.13,251672.3365,39.82426873,6.935319956,0.817636821,2.2
Malaysia,2012,3.035,91.54,256173.5197,40.13500101,6.925634921,0.644436341,2.5
Malaysia,2013,3.52,93.89,275412.5439,39.88537365,7.402951013,0.925925926,2.8
Malaysia,2014,3.88,97.67,290459.5458,39.92442448,7.719435953,0.629284799,3
Malaysia,2015,4.051,100.45,291460.2253,38.44966979,7.603420444,0.682107339,3.4
Malaysia,2016,5.236,101.71,287585.9629,37.6832735,7.348421251,1.87030474,4.4
Malaysia,2017,6.661,99.69,281063.6498,38.11471636,7.039825673,2.057353327,5.2
Malaysia,2018,6.672,107.52,297793.9565,38.29143917,7.452371382,2.053656033,5.3
Malaysia,2019,6.774,111.79,302134.912,37.47655524,7.464999716,2.024616642,5.7
Malaysia,2020,7.542,106.34,302088.6631,35.93473853,7.383715412,2.050370893,7
Malaysia,2021,,,,,,1.450655217,7.5
Mexico,1990,6.591,,409784.5411,26.14692975,3.29875169,4.425183663,14.4
Mexico,1991,6.158,,429088.3373,25.74979525,3.455192429,5.390837676,13.2
Mexico,1992,7.049,,432074.1844,25.72598066,3.431834824,5.958724711,13.4
Mexico,1993,7.038,,449487.9691,32.98835913,3.469969866,6.059422287,13.3
Mexico,1994,5.314,,476196.8778,32.56998231,3.697072179,5.395871706,11.9
Mexico,1995,6.955,,455462.2674,33.29222273,3.410509722,5.56920288,13.3
Mexico,1996,7.476,,475266.3112,34.34186706,3.523433107,4.725697725,13.1
Mexico,1997,6.27,,498988.9503,34.77408256,3.67532763,4.176890975,12.7
