country,year,renewables_share_energy,greenhouse_gas_emissions,total_emissions,industry_per_gdp,co2_emissions_per_capita,renewable_electricity_production,renewable_energy_consumption
Mexico,1998,5.741,,523900.1069,34.15781934,3.853042786,4.078901176,12.2
Mexico,1999,7.148,,512595.1563,34.24603853,3.686915457,3.789880424,12.8
Mexico,2000,6.909,106.98,539609.133,34.38680032,3.874145961,3.694663912,12.2
Mexico,2001,6.097,114.34,540750.6513,33.30840375,3.811392059,3.786193618,11.3
Mexico,2002,5.278,119.39,550227.3621,32.8645005,3.824967946,3.622016213,10.7
Mexico,2003,4.487,128.23,574856.9349,31.50066169,3.95094019,3.709724533,10.2
Mexico,2004,5.094,130.39,585563.9438,33.00628682,3.983825688,3.839079395,10.2
Mexico,2005,5.106,137.83,607693.6384,33.05313763,4.098800784,4.147658393,10.3
Mexico,2006,5.299,140.12,628006.0582,34.38566667,4.194183397,3.524410206,9.8
Mexico,2007,4.92,145.9,639933.8222,34.02450193,4.220761327,3.784040532,9.5
Mexico,2008,6.208,140.58,643156.3892,34.84806238,4.189727319,2.989807475,9.8
Mexico,2009,4.632,148.36,632549.2187,31.99931388,4.037593962,2.968769841,9.2
Mexico,2010,6.112,149.77,650218.3115,32.53948705,4.113210914,3.126984761,9.4
Mexico,2011,5.744,158.04,671736.1767,33.82310221,4.190989787,2.916257915,9.1
Mexico,2012,5.324,163.41,678448.8568,34.09634249,4.202413546,3.410496439,9
Mexico,2013,4.936,162.7,663759.5724,32.16827511,4.056055227,3.881597977,9.2
Mexico,2014,6.613,159.84,659021.4495,31.91755411,3.892355248,4.643511025,9.8
Mexico,2015,5.995,166,674268.1244,30.84025359,3.925368326,5.49016835,9.2
Mexico,2016,5.93,171.56,682791.4067,30.61679139,3.920323024,4.862769541,9.2
Mexico,2017,6.006,175.06,679728.327,31.95868467,3.862759412,5.066640445,10.1
Mexico,2018,6.582,182.84,651037.0505,32.04386545,3.587489305,4.444295615,10.3
Mexico,2019,6.904,181.15,659740.4104,31.7765006,3.612165141,4.451134192,10.3
Mexico,2020,9.102,159.11,592321.1717,30.95199504,3.040766375,3.873535664,12.3
Mexico,2021,,,,,,3.246128931,13
Morocco,1990,4.359,,36790.4989,27.5981379,0.874932349,0,22.4
Morocco,1991,4.326,,38116.57738,26.01615841,0.925201025,0,23
Morocco,1992,3.04,,39209.40216,26.37223976,0.979462121,0,21.6
Morocco,1993,1.382,,38902.55454,26.47452233,0.991096254,0,19
Morocco,1994,2.378,,42018.72862,25.16400156,1.057666395,0,19
Morocco,1995,1.763,,42717.42324,26.33117822,1.082437236,0,17.7
Morocco,1996,5.403,,43381.71258,25.62099642,1.05502433,0,19.1
Morocco,1997,5.531,,45290.61692,27.32239509,1.091494368,0,18.8
Morocco,1998,4.601,,46196.90426,23.14101634,1.102288173,0,17.6
Morocco,1999,2.059,,48366.9376,23.48726489,1.142730008,0,15.9
Morocco,2000,1.969,10.4,49443.00674,24.3526302,1.151363108,0.497551116,15.5
Morocco,2001,2.473,12,52990.67898,22.86969299,1.253815361,1.369134654,15.3
Morocco,2002,2.324,11.56,54512.98702,22.63612244,1.27876029,1.273383656,15.1
Morocco,2003,3.656,12.01,54492.91196,23.32480131,1.255883514,1.224514417,16.1
Morocco,2004,3.473,12.8,59117.71341,24.00298761,1.365458972,1.123976278,22.4
Morocco,2005,2.079,13.81,62104.13385,23.68120688,1.432046541,1.067910835,20
Morocco,2006,2.015,14.08,64055.46817,22.75308141,1.459182301,0.921264599,18.2
Morocco,2007,2.046,13.93,64801.20789,22.42293928,1.483736578,1.40222144,16.6
Morocco,2008,1.894,14.16,67297.48021,24.31558226,1.537228143,1.449416342,14.4
Morocco,2009,4.702,13.3,67336.95663,22.25957486,1.521888937,1.849136912,14.2
Morocco,2010,5.875,13.95,70743.44395,23.71191269,1.594015561,2.783879689,13.9
Morocco,2011,3.635,15.9,75694.68352,24.50651919,1.699611342,2.767335839,11.8
Morocco,2012,3.104,17.19,77498.95589,24.26597735,1.741296046,2.663252241,10.9
Morocco,2013,5.095,16.5,77993.70826,24.15312888,1.703831082,5.341942,11.6
Morocco,2014,4.446,18.29,79184.64053,25.81326751,1.713696176,6.693105128,11.1
Morocco,2015,5.377,19.14,81360.9103,25.62268173,1.74053353,8.192731992,11.2
Morocco,2016,5.583,19.56,80137.99096,25.68510458,1.71730557,6.265318309,11.1
Morocco,2017,5.276,20.36,84413.58902,25.40545481,1.773662915,6.220455857,10.4
Morocco,2018,7.095,21.48,85788.26699,25.24135381,1.789327961,6.26191862,10.9
Morocco,2019,7.536,25.51,92532.30265,25.24995241,1.955308017,6.23464238,10.7
Morocco,2020,7.558,25.05,88027.79761,26.04364339,1.818526387,6.235895822,11.1
Morocco,2021,,,,,,6.571647895,10.9
Netherlands,1990,0.281,41.77,205817.5754,26.29826715,10.1341403,1.001834149,1.2
Netherlands,1991,0.319,41.67,210751.0348,25.94210382,10.43589304,1.117175737,1.1
Netherlands,1992,0.34,42.4,210092.4523,24.98483312,10.27449911,1.132583455,1.2
Netherlands,1993,0.374,41.77,214658.8858,24.55242728,10.47307691,1.315465467,1.2
Netherlands,1994,0.427,44.16,214649.8068,24.12227064,10.37546518,1.449910476,1.2
Netherlands,1995,0.456,46.4,217524.8862,24.06849402,10.6155855,1.622580605,1.2
Netherlands,1996,0.564,47.18,228396.5466,23.67675009,11.17951272,2.032239561,1.3
Netherlands,1997,0.636,47.58,220345.8109,22.73104166,10.65368194,2.22484195,1.5
Netherlands,1998,0.727,49.8,220564.436,22.3571184,10.6151513,2.432091313,1.6
Netherlands,1999,0.795,45.57,208283.5005,21.65765903,10.21029607,2.787130996,1.6
Netherlands,2000,0.926,47.76,206297.6914,21.74037128,10.17842879,3.157389742,1.7
Netherlands,2001,0.988,50.04,207331.5018,21.89337202,10.41469683,3.400488987,1.8
Netherlands,2002,1.186,51.18,207149.6259,21.14751056,10.36783306,4.025796772,1.9
Netherlands,2003,1.164,51.82,207092.1178,20.77865096,10.49982305,4.017847921,1.9
Netherlands,2004,1.503,52.37,208834.2779,20.71016426,10.57111142,5.149485249,2.2
Netherlands,2005,2.078,50.6,203063.9173,21.02315737,10.28966656,7.362816625,2.7
Netherlands,2006,2.315,50.05,198420.7132,21.20637212,10.01478579,8.038812947,3.1
Netherlands,2007,2.417,53.04,197907.4734,21.15509472,10.04478413,7.108828983,3.7
Netherlands,2008,2.913,52.69,195227.3733,21.50995522,10.046576,8.766922047,3.9
Netherlands,2009,3.43,54.86,190160.2349,20.30849399,9.708683184,9.444898893,4.4
Netherlands,2010,3.136,56.64,200804.2066,19.69423658,10.29831131,9.299907772,3.9
Netherlands,2011,3.662,53.36,187637.6544,20.06614808,9.511010375,10.76226495,4.7
Netherlands,2012,3.789,50.75,186021.9823,20.0181939,9.398612781,12.01378536,4.9
Netherlands,2013,3.741,50.52,185684.4457,19.33416406,9.348141014,11.86305732,5
Netherlands,2014,3.787,53.44,178496.49,18.41235333,8.881905066,11.21274826,5.6
Netherlands,2015,4.195,60.28,186745.193,18.18602103,9.290242937,12.35759062,5.8
Netherlands,2016,4.317,59.85,187630.899,17.6375087,9.306892404,3.240776984,5.6
Netherlands,2017,5.009,56.85,183624.9553,17.70313732,9.089265634,3.239969488,6.4
Netherlands,2018,5.738,52.83,177770.9977,17.80572542,8.785144105,3.515401565,7.4
Netherlands,2019,6.987,49.22,172216.6275,17.56228053,8.41396928,7.980461319,8.6
Netherlands,2020,10.121,41.82,155912.4883,17.856829,7.471553479,11.29600739,10.7
Netherlands,2021,,,,,,4.804289202,12.2
New Zealand,1990,41.427,,71127.95079,26.53592024,6.700312331,8.154346815,28
New Zealand,1991,40.412,,70788.36702,25.98628352,6.474693142,8.436448823,27.6
New Zealand,1992,37.467,,71627.56003,25.95902215,6.903191098,8.46962972,25.6
New Zealand,1993,40.207,,70819.77054,25.96511972,6.707435194,8.487235594,27.3
New Zealand,1994,41.245,,72291.03527,26.53752759,6.692237569,7.92516714,28.2
New Zealand,1995,42.026,,73531.80476,25.72322208,6.622148418,7.506516555,28.7
New Zealand,1996,39.501,,73931.30603,25.06206665,6.80943194,7.284840841,27.6
New Zealand,1997,35.659,,76455.24045,24.81228832,7.322613916,7.424075022,25.9
New Zealand,1998,38.805,,74778.66578,23.80974669,7.124718218,8.335105817,27.3
New Zealand,1999,35.582,,77035.32441,24.05744111,7.460796329,8.924557739,26.4
New Zealand,2000,36.384,7.19,77211.86374,23.58998323,7.635378593,9.246566617,26.4
New Zealand,2001,32.67,9.07,79897.75436,23.10973336,8.148125242,8.771353482,24.6
New Zealand,2002,35.151,7.97,81063.1493,23.85838246,7.988628593,8.265032366,26.6
New Zealand,2003,34.321,9.38,83584.88145,23.25780958,8.293007549,8.070726145,25.9
New Zealand,2004,38.006,8.68,82969.51427,23.55217102,8.033296636,8.447776532,28.2
New Zealand,2005,34.672,10.86,84374.95409,23.9417689,8.280848593,9.951591882,26.8
New Zealand,2006,34.872,10.77,84525.10732,22.99539546,8.188572384,10.41924682,27
New Zealand,2007,35.475,9.88,83401.24961,22.96904212,7.876911786,11.54892236,27
New Zealand,2008,34.492,10.77,83368.12502,23.24266391,8.020423494,13.29274133,26.1
New Zealand,2009,37.967,8.48,80493.8501,21.40478727,7.244387115,15.97818332,28.5
New Zealand,2010,38.803,7.97,80643.49163,21.17565481,7.136621693,18.09192945,29.4
New Zealand,2011,39.607,7.3,80100.90182,20.99422617,6.90935219,19.5760178,30.3
New Zealand,2012,36.963,8.71,82553.95054,20.92333582,7.283727683,20.12922465,28.8
New Zealand,2013,36.981,7.58,82181.45126,20.28763257,7.178023908,21.0062864,28.3
New Zealand,2014,37.563,6.39,82810.63762,21.3754486,7.078644968,23.30766579,29
New Zealand,2015,38.144,6.24,82190.23208,21.15608249,7.003340999,24.57866757,29.3
New Zealand,2016,38.861,4.95,80796.86373,20.08866548,6.615409092,16.48008776,30.1
New Zealand,2017,37.032,5.76,82414.82108,20.46167499,6.840493601,16.50717915,28.4
New Zealand,2018,38.041,5.42,81806.76913,20.32184419,6.613271844,16.02826194,28.9
New Zealand,2019,36.803,5.87,83180.27228,20.27454925,6.830053021,16.45317699,28
New Zealand,2020,39.092,6.18,80158.02583,19.7803605,6.160799183,16.01235775,28.7
New Zealand,2021,,,,,,6.34314061,28.9
North Macedonia,1990,,5.32,13899.89975,37.43515038,4.202822265,0,2.4
North Macedonia,1991,,5,13229.01642,28.29442149,4.116343904,0,4.4
North Macedonia,1992,,5.3,12436.78429,33.18616798,4.128991592,0,16
North Macedonia,1993,,4.71,12450.53574,29.71021323,4.326571329,0,14.8
North Macedonia,1994,,5.34,11986.59709,24.2724513,4.212346491,0,16.6
North Macedonia,1995,,5.42,11597.40307,24.07717858,4.186416689,0,17.8
North Macedonia,1996,,5.88,13162.02023,23.81708389,4.945527739,0,14.2
North Macedonia,1997,8.867,5.92,12007.04958,28.20360298,4.399938103,0,15.9
North Macedonia,1998,9.44,6.07,12754.54794,27.75439536,4.807616152,0,15.1
North Macedonia,1999,12.636,5.57,11823.1016,26.5943719,4.402020284,0,17.7
North Macedonia,2000,11.215,5.6,11473.43576,21.40633672,4.205640684,0,19.4
North Macedonia,2001,6.336,5.78,11509.37056,20.58654559,4.260984175,0,15.2
North Macedonia,2002,7.791,5.36,10910.36416,19.37806722,4.023697168,0,14.6
North Macedonia,2003,12.462,5.46,11678.22249,22.48840689,4.364953219,0,17.3
North Macedonia,2004,13.524,5.29,11476.51493,21.03844209,4.237009879,0,18.2
North Macedonia,2005,13.111,5.57,11773.93046,20.36200709,4.429096458,0,19
North Macedonia,2006,14.148,5.39,11771.17389,21.66258512,4.439130376,0,19.8
North Macedonia,2007,8.686,5.43,12260.08482,20.58092355,4.704193233,0,15.7
North Macedonia,2008,7.47,5.51,12057.00874,19.53312926,4.625935776,0,15.6
North Macedonia,2009,11.46,5.57,11367.94207,18.97270285,4.345710753,0,18.4
North Macedonia,2010,19.92,4.92,11251.16748,21.04226885,4.279714617,0,22.3
North Macedonia,2011,11.718,5.37,12133.21352,21.592422,4.726493988,0.014795088,18.6
North Macedonia,2012,9.137,5.13,11706.26546,21.0808587,4.559438414,0.047908017,18.3
North Macedonia,2013,14.449,4.38,10792.046,22.14046476,4.089111444,0.147686249,21.2
North Macedonia,2014,12.527,4.03,10416.16744,22.82257866,3.881449156,1.581689617,21.2
North Macedonia,2015,18.582,3.57,10151.01668,23.92218322,3.734568063,2.9047113,23.9
North Macedonia,2016,18.151,3.34,10028.79318,23.96304609,3.652443224,4.269445387,21.4
North Macedonia,2017,11.817,3.95,10526.33717,24.25894588,3.916557862,5.10920837,19
North Macedonia,2018,17.192,3.34,10011.07466,24.05042988,3.679413632,4.261700312,20.9
North Macedonia,2019,11.508,4.11,10891.85905,23.70348341,4.240399262,5.429335485,17
North Macedonia,2020,14.105,3.33,9768.859944,22.74339589,3.661770442,4.234754763,20
North Macedonia,2021,,,,,,3.550954348,19.5
Norway,1990,72.811,3.11,46087.62826,29.53013959,6.909250631,0.17514863,59.2
Norway,1991,71.469,2.83,43463.75169,28.40674508,6.411782815,0.189032497,60.8
Norway,1992,72.294,2.98,43651.83695,28.02127186,7.045047815,0.193831546,61.4
Norway,1993,72.03,3.05,46086.01965,27.59594623,7.520563007,0.20882407,61.1
Norway,1994,69.632,2.96,48002.4944,27.90038808,7.935317263,0.248390802,60.4
Norway,1995,70.737,3.2,47942.00004,28.79307015,7.888907649,0.244596783,60
Norway,1996,65.946,2.84,48085.58552,30.96877513,7.896472674,0.297999962,57.9
Norway,1997,66.409,2.94,49826.93074,31.47300541,8.295618068,0.228066682,58.8
Norway,1998,67.287,3.07,51092.81645,27.63149414,8.54965763,0.241344659,59.5
Norway,1999,68.507,3.26,53074.62071,29.60828702,8.898066816,0.243689027,59.4
Norway,2000,72.067,3.67,47470.80042,36.79982931,7.633790228,0.201387963,60.2
Norway,2001,68.342,3.26,47733.75149,35.56961476,7.695417846,0.232429715,59.6
Norway,2002,69.676,3.45,47266.93883,33.61632074,7.575979599,0.249539312,59.5
Norway,2003,64.094,2.96,49302.93647,33.81378552,8.146326663,0.513738762,56.2
Norway,2004,64.822,3.07,49605.69565,35.42608646,8.134915536,0.554914765,56.9
Norway,2005,70.055,3.7,48582.47524,38.38041058,7.865911966,0.606215163,58.6
Norway,2006,67.061,3.38,48903.33578,40.05629989,7.983947396,0.844731154,57
Norway,2007,68.992,3.89,49228.64167,37.61926027,8.018448328,0.938932644,57.4
Norway,2008,70.404,3.88,47915.59298,40.81159056,7.733045427,0.927781752,58.5
Norway,2009,68.662,5.12,47509.93508,34.86907471,7.753452981,0.919231327,56.7
Norway,2010,65.904,5.28,50072.21256,35.30948421,8.205017864,0.997257339,56
Norway,2011,66.968,4.83,48984.39785,37.62458055,7.888270913,1.305689642,56
Norway,2012,70.381,4.7,48622.79297,37.47657624,7.725323513,1.299064401,56.9
Norway,2013,68.148,4.52,49358.48472,36.27393147,7.801169496,1.660721245,56.6
Norway,2014,69.136,4.78,49413.87239,34.67383521,7.716801577,1.752510161,55.8
Norway,2015,68.888,4.81,50089.67668,31.59863177,7.764858661,1.884354025,56.5
Norway,2016,70.258,4.9,49555.44922,28.53061663,7.56103856,5.204602463,57.7
Norway,2017,70.081,4.89,49218.35839,30.49336719,7.42375167,5.955251961,58.9
Norway,2018,69.324,4.83,48529.45976,32.64461227,7.261315879,6.03838516,58.9
Norway,2019,67.99,4.48,47609.66673,29.82445898,7.042320943,6.146660839,59.8
Norway,2020,72.077,4.69,46116.8172,26.88316734,6.72508005,6.294576791,60.9
Norway,2021,,,,,,2.309915079,61.4
Pakistan,1990,16.537,,160495.1617,22.34424489,0.511428117,0,57.5
Pakistan,1991,16.701,,163979.7929,22.93092299,0.505905993,0,58.1
Pakistan,1992,17.345,,173601.1777,22.644989,0.547315236,0,56
Pakistan,1993,17.235,,183167.4197,22.59268397,0.587428024,0,54.1
Pakistan,1994,16.348,,189780.0489,22.37045777,0.589992015,0,54.2
Pakistan,1995,16.378,,200605.0413,21.32329218,0.621535222,0,53.1
Pakistan,1996,16.763,,207742.9642,21.99438442,0.625359557,0,52.2
Pakistan,1997,12.899,,214405.0043,21.5572793,0.632295558,0,51.9
Pakistan,1998,15.707,,218193.6724,22.05301951,0.619966416,0,51.6
Pakistan,1999,13.423,,231241.8531,22.10317321,0.659832693,0,50.2
Pakistan,2000,11.344,33.24,233585.3354,17.18363478,0.637262087,0,51
Pakistan,2001,11.415,34.88,237055.4256,17.59349428,0.627048268,0,51.5
Pakistan,2002,12.189,35.28,243433.5506,17.15888767,0.626753894,0,51.4
Pakistan,2003,13.334,36.31,252859.8902,17.38858336,0.633183139,0,50.1
Pakistan,2004,12.676,39.7,270309.9867,18.90714529,0.693317063,0,47.9
Pakistan,2005,13.598,41.77,279294.6422,19.93302931,0.697409169,0,48
Pakistan,2006,12.633,44.09,298656.5236,20.19911966,0.742989902,0,47
Pakistan,2007,12.365,43.91,315898.0102,19.94495532,0.801504378,0,44.9
Pakistan,2008,10.553,42.7,317305.6294,21.19554845,0.756912388,0,46.6
Pakistan,2009,10.887,44.04,329561.5845,20.33724676,0.764440548,0,46.4
Pakistan,2010,11.175,40.62,323172.4462,20.96501978,0.72190976,0,47.4
Pakistan,2011,11.411,42.04,332269.0769,21.18648095,0.713434273,0,46.8
Pakistan,2012,4.318,42.35,336413.2706,21.95837207,0.711250897,0,47.2
Pakistan,2013,11.523,45.75,347984.2431,20.89102951,0.710993637,0.381452016,48.1
Pakistan,2014,11.496,46.7,361321.5768,20.86599123,0.74061942,0.749616779,47.2
Pakistan,2015,11.175,48.7,375636.6688,19.60261467,0.778086203,0.757705595,45.9
Pakistan,2016,18.06,56.16,400203.7366,18.15011797,0.848207169,12.60634632,43.7
Pakistan,2017,9.592,63.68,426734.3012,18.09932709,0.918472672,11.97656985,42.1
Pakistan,2018,9.339,62.9,422019.6189,18.58905159,0.85042708,12.60634632,43.4
Pakistan,2019,10.928,63.71,427522.6496,19.56389458,0.824459652,12.58622719,45.9
Pakistan,2020,11.879,70.07,436608.9225,18.58946354,0.810360216,12.40523809,42.7
Pakistan,2021,,,,,,10.96449248,41.6
Peru,1990,29.333,,44386.14919,,0.944194967,0.984936269,39.4
Peru,1991,32.413,,43271.7677,25.8690291,0.89742703,0.918381439,39.9
Peru,1992,28.131,,43934.88901,26.27889558,0.912638246,1.013565005,37.3
Peru,1993,31.196,,45018.41181,27.71000139,0.927167194,0.736088601,37.1
Peru,1994,31.001,,47389.25642,29.15123911,0.939743049,0.750031514,35.9
Peru,1995,29.035,,52297.66664,29.09789378,1.049116213,0.879583746,33.3
Peru,1996,28.985,,56018.92157,28.86966653,1.126665495,0.793191292,31.7
Peru,1997,29.36,,56965.47011,29.35153804,1.102246187,0.863654093,31.7
Peru,1998,29.656,,57732.82254,28.47477643,1.044622508,0.68371467,39.4
Peru,1999,30.457,,61955.17727,28.60136937,1.107425542,0.735294118,36.7
Peru,2000,32.804,2.81,62721.2921,29.0341337,1.074275095,0.798433263,38.6
Peru,2001,35.784,2.45,60783.81423,29.03515644,0.982316838,0.789296371,41.2
Peru,2002,35.718,3.06,62642.82627,29.44403216,1.014505367,0.850657326,40.2
Peru,2003,36.944,3.34,62452.7187,29.88934946,0.983143205,0.859361368,40.9
Peru,2004,32.472,4.85,66494.69603,32.65009762,1.11985372,0.634920635,37.8
Peru,2005,32.168,5.1,67705.51406,34.35666742,1.11171717,1.368681125,38.4
Peru,2006,34.891,5.28,67464.68605,37.45775499,1.086769854,1.275678047,38.7
Peru,2007,31.92,6.87,71287.08464,37.69897996,1.182095893,1.396545388,36
Peru,2008,28.834,8.73,76320.47982,36.32693447,1.329318686,1.421523281,33.7
Peru,2009,29.686,8.73,80432.88721,33.55168254,1.419219461,1.399981779,32.9
Peru,2010,26.665,10.16,84787.4463,35.7720066,1.539485423,1.877960435,32.2
Peru,2011,25.768,11.24,89039.03353,37.23610028,1.642847492,1.723478571,30.6
Peru,2012,25.905,11.89,89212.99587,35.53355336,1.617521506,1.823913533,30.8
Peru,2013,26.089,13.27,91156.36111,33.85943675,1.656254081,2.661701834,28.4
Peru,2014,25.84,14.16,94868.22585,31.70140393,1.751594051,3.820583475,28.6
Peru,2015,25.961,14.76,96579.81659,30.33787987,1.776300578,3.589562911,27.4
Peru,2016,24.635,16.57,99281.9726,30.55655058,1.826380485,3.861387287,27.2
Peru,2017,28.802,14.31,97009.7592,31.29788412,1.717243013,3.861387287,27.6
Peru,2018,29.432,14.02,97101.62001,31.6240835,1.695130882,3.856137418,27.9
Peru,2019,29.26,14.7,100394.9369,30.44919578,1.735641775,3.861387287,27.1
Peru,2020,32.381,12.55,89865.35382,30.31928571,1.398566019,3.827387292,31.6
Peru,2021,,,,,,3.403170894,30.6
Philippines,1990,,,95359.11071,38.1686201,0.663899149,22.399058,49.5
Philippines,1991,,,95195.93416,37.66120382,0.641534894,22.44921829,51.3
Philippines,1992,,,97252.12391,36.45778845,0.678669162,22.03324314,47.7
Philippines,1993,,,102700.3707,36.29881021,0.719968356,21.32134392,44.1
Philippines,1994,15.585,,109827.9984,36.16371249,0.757868227,20.74103246,43.1
Philippines,1995,13.865,,121649.3459,35.66459994,0.886850324,18.27742358,37.8
Philippines,1996,14.196,,130171.1309,35.66402929,0.942981595,17.79072617,35.8
Philippines,1997,12.732,,138276.7913,35.66066827,1.023775999,18.1847878,33.4
Philippines,1998,13.422,,131574.1971,34.88316508,0.991653887,21.43922267,32.8
Philippines,1999,17.446,,137319.0798,33.55070825,0.939305957,25.56960803,33.6
Philippines,2000,18.215,21.2,138556.8307,34.97528449,0.922837864,25.67012586,33.9
Philippines,2001,16.722,23.8,137747.0198,34.89761526,0.882362848,22.19341126,32.9
Philippines,2002,16.281,22.63,139473.1837,34.78343526,0.876627897,21.13190418,31.8
Philippines,2003,16.083,24.11,142602.2802,34.54056403,0.88183504,18.55307896,30.9
Philippines,2004,16.661,25.76,146081.8062,33.61869621,0.883116735,18.37482353,30.2
Philippines,2005,16.063,25.37,147127.4745,33.81367631,0.883249431,17.53849418,31.3
Philippines,2006,18.68,24.26,140739.1949,33.46258533,0.788442016,18.52491062,33.3
Philippines,2007,16.622,26.95,146901.0628,33.00086093,0.817880458,17.23507406,32.4
Philippines,2008,17.631,26.21,150006.0184,32.76528841,0.822328628,17.73236218,33.9
Philippines,2009,17.189,27.32,152894.7426,31.52254268,0.821133982,16.77782982,34.1
Philippines,2010,14.867,34.17,158249.7774,32.33955605,0.865602879,14.77960497,32.7
Philippines,2011,16.134,34.08,160090.2289,31.33868278,0.856822589,14.63657916,33.8
Philippines,2012,16.406,36.81,165180.2372,31.39949336,0.878944848,14.38543081,34.1
Philippines,2013,14.825,39.86,176101.2119,30.77544663,0.957913716,13.09223288,33.1
Philippines,2014,14.026,41.45,183726.7873,31.04744447,1.00490795,13.77132355,32.4
Philippines,2015,13.545,44.88,192590.656,30.48195098,1.077253514,14.8993484,30.8
Philippines,2016,13.033,50.85,204105.5615,30.28591717,1.152751307,7.310802861,28.6
Philippines,2017,12.544,52.89,221322.0186,30.12655058,1.250314542,6.246286068,27.8
Philippines,2018,12.186,57.09,227857.6762,30.56374016,1.28139073,6.025917699,27.6
Philippines,2019,11.253,62.84,235302.3833,30.32750788,1.32152779,5.538344485,26.9
Philippines,2020,11.994,60.93,224971.7625,28.39991759,1.189679452,5.958403763,29.1
Philippines,2021,,,,,,6.098599321,28
Poland,1990,0.361,130,422343.8952,,9.189383729,0.040918052,2.5
Poland,1991,0.378,128.43,420474.6127,,9.193722889,0.062533904,2.1
Poland,1992,0.425,126.33,410233.629,,8.95035399,0.084935763,2.3
Poland,1993,0.406,127.46,410789.6678,,8.94445674,0.046289621,6.1
Poland,1994,0.488,128.46,405649.9483,,8.814966858,0.038261287,6.2
Poland,1995,0.523,131.82,405438.7558,33.48171333,8.809530188,0.049619825,6.3
Poland,1996,0.527,135.64,420193.5214,32.15280495,9.199378527,0.094196637,5.9
Poland,1997,0.55,135.24,409786.4052,31.41152967,8.916689047,0.121332529,6
Poland,1998,0.683,134.76,380940.6563,31.17839971,8.235525922,0.159123683,6.5
Poland,1999,0.647,133.94,370345.7137,30.21274072,7.992134871,0.140713281,6.4
Poland,2000,0.683,136.68,356692.1414,28.79317232,7.730919997,0.157849889,6.9
Poland,2001,0.82,136.47,354133.0927,27.38667363,7.676919487,0.318672984,7.3
Poland,2002,0.82,134.74,347723.1045,26.63990032,7.515499983,0.342458544,7.5
Poland,2003,0.675,142.48,359244.4313,27.45741024,7.793067688,0.385976841,7.3
Poland,2004,0.891,143.58,363465.7299,28.76546875,7.905616389,0.737463127,7.3
Poland,2005,1.136,144.77,364880.8723,28.63729519,7.89596453,1.059481588,7.2
Poland,2006,1.25,149.76,379241.399,28.76295899,8.23499125,1.398945037,7.2
Poland,2007,1.573,146.71,379775.7841,28.66700687,8.220639991,1.938763298,7.3
Poland,2008,2.22,141.92,373575.7752,28.66508345,8.087059985,2.880227522,8
Poland,2009,3.007,136.51,358807.8559,29.50820867,7.791554656,4.170829997,8.8
Poland,2010,3.48,140.01,377248.2243,29.67516007,8.247004676,5.072283865,9.5
Poland,2011,4.078,143.61,373328.3673,30.46327948,8.159932723,6.624652092,10.4
Poland,2012,5.281,139,366348.324,30.29244038,7.969684286,9.178101675,10.9
Poland,2013,5.219,141.38,360557.2136,28.73483399,7.841820794,8.918315836,11.4
Poland,2014,6.12,133.66,347384.6849,29.9957896,7.516889192,11.14139349,11.6
Poland,2015,6.617,135.74,350541.6712,31.11515282,7.610021183,12.68764338,11.9
Poland,2016,6.122,135.89,361341.4439,30.76804779,7.895752254,10.47554282,11.3
Poland,2017,6.179,136.91,374716.3482,28.86240326,8.236243136,10.32892444,11.1
Poland,2018,5.839,137.12,372925.7055,28.75731364,8.209531333,11.92189548,15.1
Poland,2019,6.975,125.99,355380.9081,28.63654319,7.768855783,11.949372,15.6
Poland,2020,7.962,116.09,338383.8449,28.34833116,7.367563373,12.24796251,16.1
Poland,2021,,,,,,5.723003569,15.2
Portugal,1990,,15.29,56208.04725,,4.113763718,2.452191094,27
Portugal,1991,,16.43,57938.76274,,4.293844473,2.741523143,25.8
Portugal,1992,,19.17,61976.41863,,4.699726521,3.01117375,22.4
Portugal,1993,,17.93,60886.29031,,4.595513652,2.959019038,24.4
Portugal,1994,,16.78,62793.07151,,4.734302321,3.143550137,25
Portugal,1995,,19.96,66557.17775,24.8145536,5.056085191,3.158942795,23.7
Portugal,1996,18.59,16.49,64867.62361,25.43941098,4.843279648,2.995612633,25.4
Portugal,1997,16.506,17.38,67266.45173,25.71561236,5.038254613,3.301886792,24.6
Portugal,1998,15.057,19.97,72410.79367,25.33649158,5.47239443,3.007170946,22.4
Portugal,1999,9.063,25.92,79157.965,24.868123,6.088143194,3.178449923,19
Portugal,2000,13.042,23.6,78714.35724,24.4615744,5.99240148,3.562206032,20.1
Portugal,2001,15.589,23.35,78052.09705,24.14388424,5.923501566,3.697366141,20.8
Portugal,2002,9.7,26.99,82670.82672,23.49698865,6.29627863,4.234392114,18.3
Portugal,2003,16.956,22.51,78021.2855,22.62971502,5.786847294,4.256142387,22.1
Portugal,2004,12.04,24.18,79874.65009,22.23695662,5.926137327,5.454302095,19.9
Portugal,2005,8.08,27.39,82959.22104,21.38330861,6.233623051,7.640512687,18.1
Portugal,2006,15.515,24.39,77908.08279,21.14765296,5.744758174,9.716732543,22.3
Portugal,2007,16.121,22.06,76536.74874,21.15335285,5.576951605,13.0629478,23.1
Portugal,2008,15.213,21.38,74282.36094,20.38627976,5.383921865,17.24683892,23.2
Portugal,2009,18.914,22.36,73486.2919,19.85719046,5.327241121,20.22351562,24.9
