country,year,renewables_share_energy,greenhouse_gas_emissions,total_emissions,trade_per_gdp,labor_force_total,industry_per_gdp
Chile,2018,24.334,34.72,107364.6255,58.17705063,9059235,27.86152277
Chile,2019,23.463,35.11,113466.4538,57.61175457,9214285,27.11844224
Chile,2020,25.859,33.93,106722.3342,58.18286356,8852361,29.8295676
China,1990,4.724,NA,3238858.656,24.27313211,NA,41.03291877
China,1991,4.425,NA,3386235.935,25.94972411,647240828,41.48739573
China,1992,4.413,NA,3515192.811,30.14571646,655427871,43.11533291
China,1993,4.758,NA,3744912.203,36.05607787,663270310,46.17653547
China,1994,4.952,NA,3904475.172,35.76999345,671847538,46.16306115
China,1995,5.554,NA,4307873.902,34.27703884,681135001,46.75054238
China,1996,5.143,NA,4328947.13,33.81464379,691090313,47.10424318
China,1997,5.362,NA,4324409.747,34.53308818,702212322,47.09904599
China,1998,5.428,NA,4442509.102,32.42414013,712827235,45.79763622
China,1999,5.188,NA,4375022.621,33.52436425,722366758,45.35986344
China,2000,5.657,1061.86,4567274.433,39.41103389,731993935,45.53610318
China,2001,6.619,1129.45,4759814.089,38.52721033,739359562,44.79341234
China,2002,6.28,1278.82,5053060.571,42.74718156,747567965,44.45056753
China,2003,5.301,1510.86,5724514.257,51.80421958,755273046,45.62278485
China,2004,5.601,1714.96,6489937.932,59.50553141,762251057,45.90021167
China,2005,5.554,1955.03,7263558.578,62.20802192,769371812,47.02257848
China,2006,5.578,2253.92,7942463.982,64.4791912,774287037,47.55739757
China,2007,5.72,2576.42,8551053.498,62.19362509,776045127,46.88416923
China,2008,7.274,2611.15,8805331.438,57.61234224,776378230,46.97117236
China,2009,6.936,2797.23,9380446.702,45.18497621,775599063,45.95714729
China,2010,7.616,3115.99,10211636.79,50.71707766,774058132,46.49783114
China,2011,7.084,3545.28,11089792.42,50.74090459,778323480,46.52928947
China,2012,8.521,3591.78,11374795.58,48.26752237,778937997,45.42298074
China,2013,8.958,3896.59,11861843.52,46.74437558,779042510,44.17670454
China,2014,10.227,4019.77,11940737.42,44.90521595,780062420,43.08556811
China,2015,10.836,3882.48,11804696.79,39.46416934,780709584,40.84133997
China,2016,11.725,3996.77,11773340.79,36.89441502,780524312,39.5806215
China,2017,12.291,4254.36,12014198.87,37.63241324,778674707,39.85169845
China,2018,12.863,4563.94,12524335.16,37.5657841,776278514,39.68701182
China,2019,13.459,4649.25,12732245.13,35.89009603,775321104,38.58740546
China,2020,14.08,4716.12,12942868.34,34.7542957,763684716,37.84282172
Colombia,1990,32.549,NA,124703.6395,34.77781038,NA,31.49686022
Colombia,1991,31.965,NA,126105.0075,33.52991809,14200058,31.63041037
Colombia,1992,24.941,NA,129258.8196,33.61159134,14593760,29.70021056
Colombia,1993,28.616,NA,134226.4687,36.17747144,15034238,30.16888033
Colombia,1994,30.41,NA,136698.1773,35.91753745,15502313,29.11468198
Colombia,1995,29.69,NA,140855.6741,35.49723032,15968478,29.228924
Colombia,1996,31.47,NA,141028.1486,36.04410719,16364411,28.51900196
Colombia,1997,27.652,NA,146755.475,35.59706809,16805518,27.07867036
Colombia,1998,26.757,NA,148793.9835,35.90892305,17179755,26.39229161
Colombia,1999,31.316,NA,137507.4662,36.14927931,17419997,26.72078756
Colombia,2000,29.508,8.1,141245.692,32.66708547,17858301,27.30577228
Colombia,2001,29.83,8.53,143400.1128,33.90111179,18268713,27.22281504
Colombia,2002,31.782,8.2,141502.7824,32.98263921,18395453,27.52901277
Colombia,2003,32.991,7.95,143002.7025,36.51618352,19043693,28.90378013
Colombia,2004,33.021,7.32,144244.3916,35.86342693,19248116,29.72589209
Colombia,2005,34.173,7.99,145701.7786,37.42269749,19268760,30.34814977
Colombia,2006,32.251,8.48,146405.3219,39.64135596,19464939,30.91346003
Colombia,2007,32.766,8.5,151267.0656,37.0988971,19653416,30.57903507
Colombia,2008,32.606,7.63,153089.9338,39.16764942,20141224,32.13109113
Colombia,2009,29.995,12.01,156750.4298,35.15612851,21438903,31.24703434
Colombia,2010,28.606,13.82,162038.7755,34.26460317,21906084,31.3713561
Colombia,2011,32.644,9.34,166014.9048,39.47042355,22469752,33.30215517
Colombia,2012,30.217,11.29,164091.467,38.83515102,23071179,33.40550062
Colombia,2013,27.414,17.35,172344.8462,37.9866488,23198264,32.74755529
Colombia,2014,26.403,16.68,175835.9665,37.48746564,23488075,30.98585272
Colombia,2015,27.785,21.47,175033.6574,38.36076412,23882464,28.58944789
Colombia,2016,25.639,19.77,178893.9855,36.20265298,24079276,27.68916231
Colombia,2017,30.292,13.04,174466.4908,35.28291494,24461484,26.81485891
Colombia,2018,29.727,14.66,182787.6556,36.5347528,24812159,26.89546675
Colombia,2019,28.663,18.98,186444.7985,37.55853398,25072923,25.99342684
Colombia,2020,29.01,21.31,186999.3355,34.05557097,25219253,23.4392386
Croatia,1990,11.524,3.18,28569.6077,NA,NA,NA
Croatia,1991,19.537,2.08,22236.49624,NA,2154766,NA
Croatia,1992,15.995,2.96,23227.64395,NA,2090043,NA
Croatia,1993,16.087,3.09,24072.17318,NA,2091528,NA
Croatia,1994,18.96,1.9,24152.54296,NA,2105851,NA
Croatia,1995,19.161,2.33,25465.27189,62.78799117,2079374,26.5316762
Croatia,1996,24.701,2.08,24633.3283,67.06381694,2035625,25.50152997
Croatia,1997,18.543,2.89,26228.26819,74.89393185,2009275,26.58759742
Croatia,1998,18.063,3.55,26587.37209,64.99689255,1991953,24.91630613
Croatia,1999,21.246,3.74,26172.20775,66.28142866,1967715,24.01762324
Croatia,2000,19.766,3.39,25205.81114,74.62190235,1932906,24.20885294
Croatia,2001,20.779,3.91,26023.97075,79.45547514,1845629,23.80873159
Croatia,2002,16.807,4.7,27072.91978,81.16018754,1833312,22.9129826
Croatia,2003,14.887,5.45,28179.01991,81.41841967,1808041,23.33381443
Croatia,2004,19.898,4.37,27903.78114,81.60753888,1844858,24.13790702
Croatia,2005,18.501,4.39,27840.69631,81.46960257,1796375,23.76682131
Croatia,2006,17.524,4.48,28570.62506,83.48659285,1785298,23.39732727
Croatia,2007,12.393,5.27,30077.64122,83.22083432,1924507,22.9301863
Croatia,2008,15.262,4.89,29259.79858,82.01502488,1933843,22.74806312
Croatia,2009,19.717,4.03,26711.16807,69.95156337,1934048,22.59722452
Croatia,2010,23.851,3.97,26151.57551,72.81808292,1912849,21.3081577
Croatia,2011,15.51,4.21,25868.53541,77.92817209,1883510,21.4829637
Croatia,2012,16.895,3.72,23888.27888,79.19575509,1865281,21.07179711
Croatia,2013,26.756,3.57,22803.44883,81.2679334,1844972,20.54621556
Croatia,2014,28.476,3.04,21998.12626,85.38494037,1896011,20.72042587
Croatia,2015,22.672,3.09,22609.48542,90.63033409,1896675,20.48689475
Croatia,2016,23.881,3.47,22671.43852,91.9819482,1835203,20.45494134
Croatia,2017,20.28,3.01,23319.27005,96.98612642,1824724,20.06443573
Croatia,2018,27.056,2.72,22213.71599,98.75871211,1794304,19.68743898
Croatia,2019,24.222,3.07,22302.06393,100.727227,1781597,19.75756862
Croatia,2020,26.005,3,21379.32606,89.13680576,1772376,20.50617575
Czechia,1990,0.628,48.43,184942.4971,63.49701616,NA,NA
Czechia,1991,0.647,46.98,168143.686,71.27154109,5010379,NA
Czechia,1992,0.862,45.29,163573.073,78.5122732,5050291,NA
Czechia,1993,0.961,44.5,156201.6868,78.75055297,5089950,34.86812581
Czechia,1994,1.163,43.62,149401.0053,75.33183406,5143884,34.81898287
Czechia,1995,1.521,45.8,148176.9625,83.48706326,5166080,35.38550879
Czechia,1996,1.394,47.83,152196.9607,81.09749598,5168271,36.14515199
Czechia,1997,1.446,48.65,149188.3695,84.63991306,5178965,35.69966677
Czechia,1998,1.369,48.42,142218.8098,84.4158277,5195988,34.78928177
Czechia,1999,1.702,47.29,133706.8752,85.99922858,5213392,33.77118247
Czechia,2000,1.595,55.92,145672.3692,98.0463389,5174186,33.49120748
Czechia,2001,1.696,55.8,145448.2968,99.01245616,5144304,33.90920025
Czechia,2002,1.976,53.15,139899.2704,91.33465032,5137228,33.2092894
Czechia,2003,1.223,53.97,143170.1463,94.97352886,5128108,32.34225338
Czechia,2004,1.607,53.64,143452.0205,113.48896,5128993,33.57974959
Czechia,2005,1.779,52.98,141940.199,121.2979604,5169750,33.61719819
Czechia,2006,1.99,53.05,142995.4726,127.0283819,5191044,34.33321599
Czechia,2007,1.966,57.25,144802.4928,129.7790173,5188504,34.18273662
Czechia,2008,2.397,52.26,139368.3281,123.7424991,5211811,33.65763346
Czechia,2009,3.248,49.24,133423.4256,112.7972445,5255696,32.98769447
Czechia,2010,3.894,50.59,134691.9645,128.0289115,5239650,33.17075187
Czechia,2011,4.91,50.56,132059.1096,137.8628189,5222763,33.65057382
Czechia,2012,5.372,47.86,128574.252,146.5288566,5254149,32.9223275
Czechia,2013,6.218,45.32,123329.6396,146.422417,5302824,32.64607051
Czechia,2014,6.416,45.11,120621.652,157.5749822,5300088,33.83935076
Czechia,2015,6.633,45.63,122514.148,155.1756635,5309480,33.7818228
Czechia,2016,6.701,47.06,124271.9489,150.5862673,5354440,33.40932728
Czechia,2017,6.5,46.51,124327.6965,150.5326525,5386053,32.70829701
Czechia,2018,6.361,46.25,123073.8691,147.9485233,5425122,31.77085441
Czechia,2019,6.943,43.16,117767.1074,141.7710237,5421467,31.53023622
Czechia,2020,7.752,36.86,108308.4176,133.1483198,5375292,30.68692941
Denmark,1990,1.266,23.08,69121.51836,67.29019563,NA,22.63284099
Denmark,1991,1.459,32.62,79993.98111,69.14652706,2903665,22.40011367
Denmark,1992,2.041,26.69,73846.73594,67.00196975,2924273,22.4955692
Denmark,1993,2.362,29.18,76496.73383,65.6049286,2898901,21.62767476
Denmark,1994,2.132,34.36,80204.66717,67.78045575,2775171,21.62335439
Denmark,1995,2.313,29.74,77101.30863,68.51460277,2793251,22.09256155
Denmark,1996,2.188,43.62,90637.42391,68.47126601,2827134,22.28817331
Denmark,1997,3.381,33.6,80973.57736,71.1684624,2841305,22.45273084
Denmark,1998,4.676,29.02,76976.1173,71.29911872,2832388,22.32601845
Denmark,1999,5.389,26.07,74221.11192,72.69719795,2861273,22.63833091
Denmark,2000,7.096,22.51,70523.49979,82.98395105,2853060,23.65270962
Denmark,2001,7.403,23.68,72212.32806,83.96857587,2841507,22.8907148
Denmark,2002,8.587,24.19,71563.80008,84.55697481,2868928,22.65573623
Denmark,2003,9.463,29.95,77081.84035,80.8817074,2868194,22.16299378
Denmark,2004,11.729,23.39,70907.8511,82.20776527,2895623,22.1296309
Denmark,2005,12.474,19.94,67219.02344,89.39974086,2893154,22.23953194
Denmark,2006,10.685,28.87,74875.1201,97.3667362,2917717,22.81959381
Denmark,2007,12.466,23.37,69974.65083,100.0678512,2924753,22.16667353
Denmark,2008,12.621,21.06,66418.09065,104.8282299,2918710,22.59393456
Denmark,2009,13.379,21.13,63485.69286,89.75503929,2909160,19.95019791
Denmark,2010,15.568,20.94,63737.42493,94.09997689,2888564,19.70492415
Denmark,2011,19.241,17.08,58248.63644,101.2457955,2887130,20.25469861
Denmark,2012,22.003,13.18,53122.4767,103.2409703,2871734,20.39791732
Denmark,2013,22.686,16.35,54525.65812,103.0501411,2850392,20.06180735
Denmark,2014,26.238,12.84,50328.46514,102.2639163,2865028,19.78499589
Denmark,2015,28.001,9.03,48303.77416,104.0482284,2895364,19.98745459
Denmark,2016,26.942,10.97,49939.3101,100.1688288,2939677,20.66861683
Denmark,2017,31.504,8.74,47663.42765,102.9793899,2966464,20.74323784
Denmark,2018,30.349,8.97,47108.3564,106.9749964,2990219,20.82449329
Denmark,2019,34.101,6,43569.79676,110.2248286,3032098,20.70893809
Denmark,2020,38.468,5.4,41135.55451,103.7558813,3028252,19.72066483
Ecuador,1990,18.208,NA,37539.07263,44.59491229,NA,30.12981312
Ecuador,1991,16.782,NA,38265.31568,45.19663998,4175767,30.4402033
Ecuador,1992,16.528,NA,40794.31173,44.80654365,4285355,32.61490022
Ecuador,1993,18.628,NA,42457.59219,43.17121842,4390122,28.58268326
Ecuador,1994,19.351,NA,45716.10564,43.7777475,4509956,28.25006337
Ecuador,1995,16.094,NA,48186.32589,45.91127073,4617500,27.14052294
Ecuador,1996,17.382,NA,52296.35324,44.21570268,4722823,26.78918036
Ecuador,1997,16.072,NA,54192.21539,45.01718632,4891099,25.87335599
Ecuador,1998,15.92,NA,52480.16543,43.39510795,5169290,25.81631245
Ecuador,1999,19.252,NA,49640.84628,49.2012508,5172094,28.78032844
Ecuador,2000,21.614,2.15,49011.80013,65.40429538,5171107,34.69291132
Ecuador,2001,19.692,2.79,54244.72247,56.12848674,5345861,28.46381003
Ecuador,2002,21.095,3.1,53839.92062,54.79664394,5528235,27.98097463
Ecuador,2003,19.533,3.15,55058.53217,52.3575427,5717711,27.54686486
Ecuador,2004,18.735,3.89,59345.88662,56.07454672,6049202,29.66373838
Ecuador,2005,16.597,4.14,61061.50366,61.95815079,6151040,32.12447307
Ecuador,2006,16.252,4.96,63577.6992,65.84235562,6391164,34.79334838
Ecuador,2007,19.557,5.87,63144.88718,68.85058545,6431063,35.43522929
Ecuador,2008,22.618,5.25,64893.57416,74.59029636,6561532,38.92016148
Ecuador,2009,18.929,6.35,68299.05043,57.34734606,6457726,31.09162133
Ecuador,2010,15.956,7.57,71886.09941,65.77738491,6467670,33.90617518
Ecuador,2011,19.213,6.65,72121.77209,70.03568375,6517322,37.40570052
Ecuador,2012,19.858,7.5,71955.86528,67.00292909,6732540,37.09175038
Ecuador,2013,17.395,8.54,75080.53196,63.43330033,6857058,36.83229365
Ecuador,2014,17.305,8.93,76784.74275,61.42637662,7045425,35.71199553
Ecuador,2015,19.69,8.93,75114.76093,47.82803971,7548658,28.09004234
Ecuador,2016,23.698,7.84,74097.77605,40.5344918,7951902,27.53396379
Ecuador,2017,28.423,5.6,72729.71647,43.61772332,8190955,28.4680087
Ecuador,2018,27.422,6,73972.27038,48.0093481,8227052,28.01474953
Ecuador,2019,31.703,5.47,74113.4694,48.08284994,8387366,26.65046059
Ecuador,2020,36.009,4.99,68056.47202,43.98931244,7769265,23.98113473
Egypt,1990,7.521,NA,138196.7387,52.92275574,NA,27.40605386
Egypt,1991,7.396,NA,143661.8291,62.84444444,16171285,32.13333484
Egypt,1992,7.381,NA,146170.6846,59.30984903,16784931,31.41121495
Egypt,1993,7.595,NA,151742.1132,55.92783505,17515926,31.14690722
Egypt,1994,7.677,NA,147994.6741,50.62857143,18400048,30.50285714
Egypt,1995,7.559,NA,157510.1814,50.24509804,18571620,30.24509804
Egypt,1996,7.362,NA,164886.5238,46.94856146,18866025,29.51874455
Egypt,1997,7.244,NA,173535.0418,43.73824746,19171581,28.99962392
Egypt,1998,7.154,NA,179274.1451,41.927627,19483789,28.64509395
Egypt,1999,7.409,NA,188735.6202,38.36150845,20736023,28.40084525
Egypt,2000,7.416,38.54,187899.2888,39.0179359,20772661,30.7518671
Egypt,2001,7.226,43.08,200791.2182,39.81042654,20792031,30.89885698
Egypt,2002,6.796,46.82,206143.095,40.98706783,20589710,32.58350488
Egypt,2003,5.938,51.26,211276.0426,46.17964072,21665373,33.37058683
Egypt,2004,5.635,55.01,224219.9849,57.81990521,22756745,34.66791675
Egypt,2005,5.386,59.5,244648.1342,62.95264624,23853891,34.14872795
Egypt,2006,5.172,63.67,255608.9857,61.51853651,24954020,36.15473531
Egypt,2007,5.363,68.03,270581.1905,65.07787325,26081669,35.06538668
Egypt,2008,5.414,73.08,279820.6817,71.68062535,26485023,36.21255165
Egypt,2009,4.801,77.4,286971.6765,56.55344464,27281764,35.81644598
Egypt,2010,4.462,84.16,289376.1877,47.93635007,28739910,35.78451848
Egypt,2011,4.315,87.22,296697.0157,45.25563416,29061496,35.9517176
Egypt,2012,4.16,95.73,307219.1231,40.71176927,29544119,39.25130242
Egypt,2013,4.155,97.26,304353.4118,40.37303806,30181706,39.8869574
Egypt,2014,4.155,101.35,310051.0097,36.92018779,30655760,39.89033385
Egypt,2015,4.309,107.69,316217.8249,34.84594296,30540697,36.63020154
Egypt,2016,4.113,111.59,327455.6758,30.24654905,30927659,32.4559536
Egypt,2017,3.852,114.9,337741.6636,42.83213436,30428646,34.39586809
Egypt,2018,4.066,118.12,331356.7922,45.91101967,29899860,35.32987503
Egypt,2019,5.153,116.21,307452.9495,41.12401716,29708924,35.82542438
Egypt,2020,6.529,112.5,299778.6515,32.12625557,29873073,32.3694441
Estonia,1990,0,10.99,39142.67466,NA,NA,NA
Estonia,1991,0,9.31,36319.34759,NA,811761,NA
Estonia,1992,0,7.69,27199.00449,NA,775075,NA
Estonia,1993,0,5.96,22155.88877,132.1263727,741339,NA
Estonia,1994,0,5.95,22091.90023,148.1430694,727888,NA
Estonia,1995,0.031,5.63,19788.75837,139.0874737,704564,27.38145076
Estonia,1996,0.024,5.89,20682.92619,132.9774428,690971,26.55850455
Estonia,1997,0.039,5.98,21025.0668,151.0513444,682829,26.11085672
Estonia,1998,0.066,5.53,19584.81526,156.8382358,671518,25.2370633
Estonia,1999,0.099,5.36,18629.23901,144.1164536,665985,23.84321714
Estonia,2000,0.343,5.4,18060.79141,126.4956102,672569,24.88270145
Estonia,2001,0.159,5.38,18335.58763,126.4569879,664742,25.51855435
Estonia,2002,0.185,5.41,17892.45283,123.3182147,653818,25.49024746
Estonia,2003,0.219,6.49,19781.36368,122.7768752,671446,26.11263449
Estonia,2004,0.289,6.59,19914.25934,129.978208,672400,25.43172004
Estonia,2005,0.501,6.47,19903.68604,135.9388166,668522,26.26032
Estonia,2006,0.612,6.15,19200.40872,136.6432209,690703,26.94754855
Estonia,2007,0.597,7.82,22931.85794,133.9876013,688602,26.882417
Estonia,2008,0.915,6.7,20663.03742,136.6890511,694490,26.2192756
Estonia,2009,2.821,5.46,17144.33241,116.7647477,687516,23.47501277
Estonia,2010,4.513,7.91,21672.08663,143.6782241,681606,24.40124053
Estonia,2011,5.003,7.79,21637.86275,167.3919798,687098,25.72239702
Estonia,2012,6.186,7.09,20163.71941,170.7599264,683224,25.26639698
Estonia,2013,4.876,8.05,22029.62753,166.4528345,679674,25.34999607
Estonia,2014,5.823,7.42,20799.44491,160.2414747,674311,24.77265071
Estonia,2015,6.9,5.82,17592.51222,150.9371897,684580,23.86328154
Estonia,2016,6.731,7.16,18996.67903,150.4086967,691052,24.04753836
Estonia,2017,7.134,7.67,19899.03282,147.5637224,700098,23.99888661
Estonia,2018,8.032,7.1,18817.84752,145.9202961,703757,24.02416596
Estonia,2019,10.686,3.88,13174.99211,142.6556685,703307,23.03356811
Estonia,2020,15.785,2.46,10198.8019,138.9755108,703979,22.70556274
Finland,1990,15.026,15.31,70363.50265,45.841533,NA,29.22305654
Finland,1991,16.623,16.01,70256.00449,43.48841759,2567995,26.51353871
Finland,1992,18.345,14.11,67147.76841,50.24179661,2530469,26.25793211
Finland,1993,17.708,16.99,68390.99577,58.1649321,2511130,26.95897699
Finland,1994,15.905,22.06,75036.46206,62.42823612,2491466,28.22179859
Finland,1995,17.836,19.44,71050.01252,64.07370953,2469675,29.49091315
Finland,1996,15.513,24.3,77500.6399,65.72201052,2460770,28.84025744
Finland,1997,17.437,22.01,75586.72583,68.22132176,2509299,29.02704703
Finland,1998,20.418,17.54,71941.48472,66.96714644,2525303,30.52940884
Finland,1999,18.098,18.24,71126.37484,66.23987519,2566923,30.43587885
Finland,2000,19.816,17.26,69643.62462,74.89482711,2583129,31.58997963
Finland,2001,17.828,21.2,75434.07909,70.27684819,2606649,30.94628979
Finland,2002,16.365,23.68,77694.15474,69.29946258,2618114,30.10990935
Finland,2003,14.706,31.29,85919.67371,68.05580267,2620447,29.5290249
Finland,2004,19.62,27.92,81847.43056,70.96020358,2612340,29.37300797
Finland,2005,19.67,16.28,69486.61523,76.57920783,2632616,29.25185352
Finland,2006,17.649,27.62,81097.23891,81.98349306,2660139,30.24112622
Finland,2007,18.95,25.08,79087.17353,82.8574025,2687154,30.67000941
Finland,2008,22.497,19.04,70814.87076,86.18433583,2715926,29.56322549
Finland,2009,19.204,19.89,67296.43023,70.12330327,2688826,25.66039605
Finland,2010,19.707,25.38,75320.42652,75.46440739,2678175,26.15829449
Finland,2011,21.067,19.71,67632.7565,78.57958161,2693382,25.03106092
Finland,2012,25.105,15.15,61976.2554,79.17050095,2700773,23.37878102
Finland,2013,22.766,18.35,62745.61025,77.09388658,2686349,23.32163605
Finland,2014,24.83,15.41,58686.81708,74.11272276,2690277,23.09748329
Finland,2015,28.262,12.48,55210.20911,71.38254843,2699822,23.3058164
Finland,2016,26.694,13.71,57902.35336,70.89850035,2694829,23.49736574
Finland,2017,28.758,12.55,55043.07473,75.05313719,2716261,24.40068758
Finland,2018,28.736,13.55,56199.93179,78.19216832,2749812,23.99619638
Finland,2019,29.326,11.74,52762.97326,79.60543321,2758855,23.87829466
Finland,2020,33.454,9.01,47740.49323,71.49866828,2751071,24.03649837
France,1990,6.241,43.37,496236.894,42.73605519,NA,24.45645468
France,1991,6.247,54.8,521271.9651,42.98368149,25965659,24.29969635
France,1992,7.376,46.72,506713.6172,41.99161261,26197039,24.00663847
France,1993,6.958,32.18,487761.4056,39.90512372,26351924,23.06195764
France,1994,8.531,31.81,482039.2237,41.82623974,26472563,22.24437161
France,1995,7.761,35.95,490704.3706,43.64612858,26614451,22.30977786
France,1996,6.827,40.23,510435.8557,44.32931981,26937253,21.67518722
France,1997,6.762,35.38,501104.4808,48.03349688,26942696,21.52730131
France,1998,6.423,48.95,517141.0158,49.50676679,27090955,21.44484487
France,1999,7.365,45.39,507981.4006,49.7609206,27398160,21.2017282
France,2000,6.722,42.48,506377.7308,55.86124572,27582517,21.29393981
France,2001,7.411,37.24,511552.3445,54.95936809,27705599,20.93836952
France,2002,6.164,41.46,504638.6122,53.07202476,28039182,20.64945281
France,2003,5.947,45.21,509781.811,50.79783352,28620674,20.1918112
France,2004,5.953,43.71,508080.5046,51.92500788,28778198,19.95758263
France,2005,5.362,48.68,509361.4599,53.98070678,28867248,19.60960527
France,2006,5.966,43.44,499562.6625,56.10342445,29052914,19.28408447
France,2007,6.631,45.01,492867.6926,56.42075658,29300012,19.13673919
France,2008,7.625,43.11,486835.1646,57.39708289,29512889,18.81383069
France,2009,7.709,39.98,468967.6445,50.46245085,29790243,18.30484264
France,2010,8.211,44.18,472918.3176,54.86779108,29884514,17.84573563
France,2011,7.181,42.21,456763.7362,58.79057642,29908458,17.97816621
France,2012,9.038,44.04,460350.4426,59.70205917,30175391,17.86855062
France,2013,10.236,43.99,461319.7706,59.76405507,30427131,17.97180129
France,2014,10.241,29.53,427859.1918,60.47879652,30406445,17.74593967
France,2015,9.901,33.94,433262.6025,61.75169393,30521969,17.67969171
France,2016,10.735,38.31,433665.791,61.10014238,30573605,17.43413205
France,2017,10.141,43.52,436922.6199,62.96184729,30547530,17.24115265
France,2018,11.916,34.52,422400.0351,64.4379526,30691326,17.18837933
France,2019,12.157,33.85,412999.0434,64.14147319,30652293,17.42467597
France,2020,14.716,31.15,376006.2454,56.78215677,30379167,16.78585851
Germany,1990,1.337,337.39,1129742.508,45.86358758,NA,NA
Germany,1991,1.271,336.72,1102401.924,47.81737924,39804078,33.52415185
Germany,1992,1.52,322.98,1057016.111,44.89083816,39606053,32.51589251
Germany,1993,1.584,316.47,1048504.185,40.57673526,39581564,30.60649156
Germany,1994,1.74,314.86,1038938.472,42.05788309,39633067,30.19698833
Germany,1995,1.889,316.49,1034567.005,43.58163421,39488772,29.76807892
Germany,1996,1.682,324.17,1064635.361,45.00562096,39594509,28.85592647
Germany,1997,1.804,314.31,1027509.572,49.64265864,39749960,28.57813018
Germany,1998,1.971,322.42,1004641.363,51.58497235,39817898,28.38449777
Germany,1999,2.228,311.1,966630.9135,53.36584963,40025495,27.65440791
Germany,2000,2.887,326.08,959124.8436,61.526061,39865801,27.71237832
Germany,2001,2.941,327.36,977886.1022,62.06283889,40029198,27.0691909
Germany,2002,3.539,332.49,961780.6029,60.93488981,40056637,26.37872364
Germany,2003,3.642,343.13,963014.9421,61.84931971,40236914,26.18678134
Germany,2004,4.517,338.12,946507.784,66.22619911,40039826,26.40484946
Germany,2005,5.209,335.05,924531.5991,70.91871294,41239999,26.35329129
Germany,2006,6.026,337.89,933322.6173,77.44972915,41693116,26.97439918
Germany,2007,7.654,348.23,904886.8841,79.8744174,41861246,27.23650257
Germany,2008,7.818,332.21,907720.9431,81.52480473,41917490,26.84868191
Germany,2009,8.454,306.65,851247.2644,71.2287129,41978630,24.73580485
Germany,2010,8.792,322.49,881692.6436,79.86862424,41949335,26.84889253
Germany,2011,10.567,320.45,852005.882,85.20612127,41729225,27.06897192
Germany,2012,11.9,331.08,865209.4228,86.51405488,41853628,27.28398614
Germany,2013,12.063,338.79,881582.6541,85.0788767,42212988,26.78261334
Germany,2014,13.335,322.79,840763.1258,84.62009339,42458390,27.01099599
Germany,2015,14.878,321.88,845437.6348,86.24622461,42660629,27.10978858
Germany,2016,14.666,319.67,848445.002,84.76964597,43567225,27.56850648
Germany,2017,16.265,302.71,831156.0109,87.23720295,43819028,27.46232202
Germany,2018,17.168,287.4,802489.7991,88.51987104,43935038,27.30627405
Germany,2019,18.83,235.53,751652.422,88.31838946,44433744,26.99111427
Germany,2020,21.124,201.57,692750.7552,81.14735893,43501190,26.70737691
Greece,1990,1.823,30.24,95288.73758,40.12830691,NA,NA
Greece,1991,3.146,29.51,95359.65149,38.59278572,4121437,NA
Greece,1992,2.205,32,97434.53526,38.82259315,4241652,NA
Greece,1993,2.293,33.09,97796.47343,37.02589932,4296411,NA
Greece,1994,2.551,35.05,100418.2554,36.16312254,4400880,NA
Greece,1995,3.327,34.75,104841.0105,37.10788066,4485913,19.61467728
Greece,1996,3.993,35.22,105926.8454,37.49623326,4591286,18.86539335
Greece,1997,3.468,36.41,106999.7835,39.2742288,4618595,17.934107
Greece,1998,3.156,38.88,111010.4871,42.26828075,4765338,18.20056455
Greece,1999,3.964,40.08,112117.9312,47.37759821,4785587,19.12695141
Greece,2000,3.285,43.56,117890.194,58.41567734,4806011,18.74760261
Greece,2001,2.296,44.43,118463.0903,56.13996869,4769442,19.3327722
Greece,2002,2.783,44.16,118734.5681,50.34899629,4815172,19.43872231
Greece,2003,4.298,45.27,121951.7383,48.1900538,4864673,20.51751706
Greece,2004,4.292,45.77,122009.9986,49.89844144,4934209,20.3440195
Greece,2005,4.601,45.96,124039.5174,50.90086437,4955025,17.80449024
Greece,2006,5.45,44.15,122487.8583,52.85023883,4987310,19.987243
Greece,2007,3.345,48.48,126334.8302,57.52437402,4976699,17.99835805
Greece,2008,4.134,47.19,121979.9986,59.32971553,4982990,15.65977806
Greece,2009,5.996,45.08,115418.6914,47.7438466,5019313,15.31347061
Greece,2010,8.132,40.04,108551.8706,51.19728572,5028603,14.90122233
Greece,2011,6.399,42.38,105446.8603,56.83396477,4942452,14.3771178
Greece,2012,8.402,42.18,101005.5609,62.06128479,4893346,14.80477643
Greece,2013,12.436,35.89,93348.14063,62.87650156,4838419,15.05994684
Greece,2014,11.32,33.14,90264.07466,66.52632759,4784920,14.11966778
Greece,2015,13.46,30.81,88528.37065,65.27769247,4754679,14.4993252
Greece,2016,13.662,30.77,87235.49873,64.01919798,4730250,14.53201854
Greece,2017,12.053,31.77,86847.33102,71.57895054,4709718,13.72869388
Greece,2018,13.84,28.68,84139.55801,80.15002656,4682252,13.62843825
Greece,2019,14.172,23.83,78649.7728,81.88592326,4684352,13.35468493
Greece,2020,17.602,20.1,69283.30669,71.84030946,4599448,14.66704864
Hungary,1990,0.18,11.79,89525.12001,NA,NA,NA
Hungary,1991,0.215,12.49,84485.68934,58.36128391,4484401,NA
Hungary,1992,0.212,14.03,74595.23179,55.44135517,4501618,NA
